ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Laxity,ಸಡಿಲತೆ,,,,,,,,,
,Lay off,"ವಜಾ, ತಾತ್ಕಾಲಿಕ ವಿಸರ್ಜನೆ, ಲೇ ಆಫ಼್",,,,,,,,,
,Laying and jointing,ಹಾಕುವುದು ಮತ್ತು ಜೋಡಿಸುವುದು,,,,,,,,,
,Layout of store,ಉಗ್ರಾಣದ ಒಳವಿನ್ಯಾಸ,,,,,,,,,
,Layout plan,ಬಡಾವಣೆ ನಕ್ಷೆ,,,,,,,,,
,Lead sheath,"ಸೀಸ ಕವಚ, ಸೀಸದ ಹೊದಿಕೆ",,,,,,,,,
,Leading evidence,"ಮಹತ್ವದ ಸಾಕ್ಷಿ, ಪ್ರಮುಖ ಸಾಕ್ಷಿ",,,,,,,,,
,Lean,"ಆಶ್ರಯಿಸು, ಅವಲಂಬಿಸು, ಅವಲಂಬನ",,,,,,,,,
,Leaning pole,ವಾಲಿದ ಕಂಬ,,,,,,,,,
,Lease,"ಗುತ್ತಿಗೆ, ಗೇಣಿ",,,,,,,,,
,Lease deed,"ಗೇಣಿಪತ್ರ, ಗುತ್ತಿಗೆ ಪತ್ರ",,,,,,,,,
,Lease rental,"ಗುತ್ತಿಗೆಯ ಬಾಡಿಗೆ, ಭೋಗ್ಯದ ಬಾಡಿಗೆ",,,,,,,,,
,Leasehold assets,ಗೇಣಿದಾರಿಕೆ ಆಸ್ತಿಗಳು,,,,,,,,,
,Leave after the date of superannuation,ಸೇವಾನಿವೃತ್ತಿ ದಿನಾಂಕದ ನಂತರದ ರಜೆ,,,,,,,,,
,Leave allowance,ರಜಾ ಭತ್ಯೆ,,,,,,,,,
,Leave at credit,"ಜಮೆಯಲ್ಲಿರುವ ರಜೆ, ಉಳಿಕೆ ರಜೆ",,,,,,,,,
,Leave contribution,ರಜಾ ವಂತಿಗೆ,,,,,,,,,
,Leave encashment,ರಜೆಯ ನಗದೀಕರಣ,,,,,,,,,
,Leave entitlement,ರಜೆಯ ಹಕ್ಕು,,,,,,,,,
,Leave not due,"ಗಳಿಸದ ರಜೆ, ಅನೂರ್ಜಿತ ರಜೆ, ಜಮೆಯಲ್ಲಿರದ ರಜೆ",,,,,,,,,
,Leave preparatory to retirement,ನಿವೃತ್ತಿಪೂರ್ವ ಸಿದ್ಧತೆ ರಜೆ,,,,,,,,,
,Leave reservists,"ಕಾಯ್ದಿರಿಸಿದ ರಜೆ ಸಿಬ್ಬಂದಿ, ರಜೆ ಮೀಸಲು ಸಿಬ್ಬಂದಿ",,,,,,,,,
,Leave salary,ರಜೆ ಸಂಬಳ,,,,,,,,,
,Leave travel assistance,ರಜೆ ಪ್ರಯಾಣದ ನೆರವು,,,,,,,,,
,Leave travel concession,ರಜಾ ಪ್ರಯಾಣ ರಿಯಾಯಿತಿ,,,,,,,,,
,Leave vacancy,ರಜಾ ಕಾಲದ ಹುದ್ದೆ,,,,,,,,,
,Leave with allowance,ವೇತನ ಸಹಿತ ರಜೆ,,,,,,,,,
,Leave without allowance,ವೇತನ ರಹಿತ ರಜೆ,,,,,,,,,
,Legal action,ಕಾನೂನು ಕ್ರಮ,,,,,,,,,
,Legal adviser,ಕಾನೂನು ಸಲಹೆಗಾರ,,,,,,,,,
,Legal expense,ಕಾನೂನುಬದ್ಧ ವೆಚ್ಚ,,,,,,,,,
,Legal guardian,"ಕಾನೂನುಸಮ್ಮತ ಪೋಷಕ, ಕಾನೂನುಬದ್ಧ ಪೋಷಕ",,,,,,,,,
,Legal heir,ಕಾನೂನುಬದ್ಧ ಉತ್ತರಾಧಿಕಾರಿ,,,,,,,,,
,Legal practitioner,"ನ್ಯಾಯವಾದಿ, ಲಾಯರ್‌",,,,,,,,,
,Legal sanction,ಕಾನೂನು ರೀತ್ಯಾ ಮಂಜೂರಾತಿ,,,,,,,,,
,Legal section,ಕಾನೂನು ಶಾಖೆ,,,,,,,,,
,Legally adopted,ಕಾನೂನು ಪ್ರಕಾರ ದತ್ತು ತೆಗೆದುಕೊಂಡ,,,,,,,,,
,Legitimate children,"ಕಾನೂನುಸಮ್ಮತ ಮಕ್ಕಳು, ಔರಸ ಮಕ್ಕಳು",,,,,,,,,
,Legitimate duty,ನ್ಯಾಯಬದ್ಧ ಕರ್ತವ್ಯ,,,,,,,,,
,Legitimate work,"ನ್ಯಾಯಬದ್ಧ ಕೆಲಸ, ಕ್ರಮಬದ್ಧ ಕೆಲಸ",,,,,,,,,
,Lending authority,ಸಾಲ ನೀಡಿಕೆ ಪ್ರಾಧಿಕಾರ,,,,,,,,,
,Length of service,ಸೇವಾವಧಿ,,,,,,,,,
,Lent officer,ಎರವಲು ಅಧಿಕಾರಿ,,,,,,,,,
,Letter of advice,ಸಲಹಾ ಪತ್ರ,,,,,,,,,
,Letter of authority,ಅಧಿಕಾರ ಪತ್ರ,,,,,,,,,
,Letter of guarantee,"ಆಶ್ವಾಸನಾ ಪತ್ರ, ಗ್ಯಾರಂಟಿ ಪತ್ರ",,,,,,,,,
,Letter of hypothecation,ಅಡಮಾನ ಪತ್ರ,,,,,,,,,
,Letter of indemnity,ನಷ್ಟಭರ್ತಿ ಪತ್ರ,,,,,,,,,
,Letter of introduction,ಪರಿಚಯ ಪತ್ರ,,,,,,,,,
,Letterhead,"ಶೀರ್ಷಿತ ಹಾಳೆ, ಶೀರ್ಷಿತ ಪತ್ರಹಾಳೆ",,,,,,,,,
,Letters of credit,"ಖಾತರಿ ಪತ್ರ, ವಿಶ್ವಾಸಾರ್ಹತೆ ಪತ್ರ",,,,,,,,,
,Level crossing,ಹಳಿ ದಾಟುವ ದಾರಿ,,,,,,,,,
,Lexicon,"ಕೋಶ, ನಿಘಂಟು",,,,,,,,,
,Liability,"ಹೊಣೆಗಾರಿಕೆ, ಬಾಧ್ಯತೆ",,,,,,,,,
,Liaison officer,ಸಂಪರ್ಕಾಧಿಕಾರಿ,,,,,,,,,
,Licenced electrical contractor,ಪರವಾನಗಿ ಪಡೆದ ವಿದ್ಯುತ್‌ ಗುತ್ತಿಗೆದಾರ,,,,,,,,,
,Lien,"ಹುದ್ದೆ ಹಕ್ಕು, ಸ್ಥಾನ ಹಕ್ಕು, ಧಾರಣಾಧಿಕಾರ",,,,,,,,,
,Lien on substantive appointment,ಸ್ವತಂತ್ರ(ಖಾಯಂ) ನೇಮಕಾತಿಯ ಮೇಲಿನ ಹಕ್ಕು,,,,,,,,,
,Life,"ಕಾರ್ಯಕ್ಷಮತೆ, ಬಾಳಿಕೆ",,,,,,,,,
,Life cover scheme,ಜೀವ ಸಂರಕ್ಷಣಾ ಕಾರ್ಯಯೋಜನೆ,,,,,,,,,
,Lift,"ಎತ್ತೇಣಿ, ಲಿಫ಼್ಟು",,,,,,,,,
,Lift irrigation,ಏತ ನೀರಾವರಿ,,,,,,,,,
,Lighting consumer,ವಿದ್ಯುತ್‌ ದೀಪ ಬಳಕೆದಾರ,,,,,,,,,
,Lightning arrestor,ಸಿಡಿಲು ನಿರೋಧಕ,,,,,,,,,
,Limb supporters,ಕೈಕಾಲುಗಳ ಆಧಾರಗಳು,,,,,,,,,
,Limitation,ಮಿತಿ,,,,,,,,,
,Limited liability,ಸೀಮಿತ ಹೊಣೆಗಾರಿಕೆ,,,,,,,,,
,Line clear,"ಮಾರ್ಗಮುಕ್ತ ಪರವಾನಗಿ, ಮಾರ್ಗ ಸುರಕ್ಷೆ, ಮಾರ್ಗದ ತೆರವು",,,,,,,,,
,Line clear permit book,ಮಾರ್ಗಮುಕ್ತ ಅನುಮತಿ ಪುಸ್ತಕ,,,,,,,,,
,Line corridor,"ಮಾರ್ಗಪಥ, ಮಾರ್ಗವಲಯ",,,,,,,,,
,Line hardware,"ಮಾರ್ಗಸಂಬಂಧಿ, ಲೋಹಸಾಮಗ್ರಿ",,,,,,,,,
,Line hose,"ಸಾಲುನಳಿಕೆ, ಮಾರ್ಗ ನಳಿಕೆ",,,,,,,,,
,Line in line out,"ಪ್ರವೇಶ-ನಿರ್ಗಮನ ಮಾರ್ಗ, ಪ್ರವೇಶ-ನಿರ್ಗಮನ ಸಂಪರ್ಕ",,,,,,,,,
,Line loss,ಮಾರ್ಗನಷ್ಟ,,,,,,,,,
,Line minimum charge,ಮಾರ್ಗ ಕನಿಷ್ಠ ಶುಲ್ಕ,,,,,,,,,
,Line support,ಮಾರ್ಗಾಧಾರ,,,,,,,,,
,Liquidated damages,"ಸಮಾಪನಗೊಂಡ ಹಾನಿಗಳು, ಸಮಾಪ್ತಿಗೊಂಡ ನಷ್ಟಗಳು",,,,,,,,,
,Liquidation,"ಪರಿಸಮಾಪ್ತಿ, ಸಮಾಪನ, ವಿಸರ್ಜನೆ, ಮುಚ್ಚುವಿಕೆ",,,,,,,,,
,Liquidator,"ಋಣಮೋಚಕ, ಸಮಾಪಕ",,,,,,,,,
,Literary work,ಸಾಹಿತ್ಯ ಕೃತಿ,,,,,,,,,
,Litigation,"ಮೊಕದ್ದಮೆ, ದಾವೆ, ವ್ಯಾಜ್ಯ",,,,,,,,,
,Live,ಜೀವಂತ,,,,,,,,,
,Live conductor,"ಜೀವಂತ ವಾಹಕ, ಸವಿದ್ಯುತ್‌ ವಾಹಕ",,,,,,,,,
,Live equipment,"ಜೀವಂತ ಸಾಧನ, ಸವಿದ್ಯುತ್‌ ಸಾಧನ, ವಿದ್ಯುತ್‌ ಉಪಕರಣ",,,,,,,,,
,Live line,"ಜೀವಂತ ಮಾರ್ಗ, ಸವಿದ್ಯುತ್‌ ಮಾರ್ಗ",,,,,,,,,
,Live system,ಜೀವಂತ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Livestock,"ಜಾನುವಾರು, ಪಶುಸಂಪತ್ತು",,,,,,,,,
,Load center,"ವಿದ್ಯುತ್‌ ಹೊರೆ ಕೇಂದ್ರ, ಲೋಡ್‌ ಸೆಂಟರ್‌",,,,,,,,,
,Load factor,ಹೊರೆ ಕಾರಕಾಂಶ,,,,,,,,,
,Load forecast,ವಿದ್ಯುತ್‌ ಪ್ರಮಾಣದ ಮುನ್ಸೂಚನೆ,,,,,,,,,
,Load shedding,ವಿದ್ಯುತ್‌ ನಿಲುಗಡೆ,,,,,,,,,
,Load transfer,"ಹೊರೆ ವರ್ಗಾವಣೆ, ವಿದ್ಯುತ್‌ ವರ್ಗಾವಣೆ",,,,,,,,,
,Loading,ಭರ್ತಿ ಮಾಡುವುದು,,,,,,,,,
,Loan cf article,"ಸಾಮಗ್ರಿಗಳ ಸಾಲ, ಎರವಲು ತಂದ ಸಾಮಗ್ರಿ",,,,,,,,,
,Loanee employee,ಸಾಲ ಪಡೆದ ನೌಕರ,,,,,,,,,
,Loans and advances,ಸಾಲ ಮತ್ತು ಮುಂಗಡ,,,,,,,,,
,Local allowance,ಸ್ಥಳೀಯ ಭತ್ಯೆ,,,,,,,,,
,Local appointment,ಸ್ಥಳೀಯ ನೇಮಕ,,,,,,,,,
,Local Authority,"ಸ್ಥಳೀಯ ಪ್ರಾಧಿಕಾರ, ಸ್ಥಳೀಯ ಅಧಿಕಾರಿ",,,,,,,,,
,Local body,ಸಳೀಯ ಸಂಸ್ಥೆ,,,,,,,,,
,Local candidate,"ಸ್ಥಳೀಯ ಅಭ್ಯರ್ಥಿ, ಸ್ಥಳೀಯ ಉಮೇದುವಾರ",,,,,,,,,
,Local cost,ಸ್ಥಳೀಯ ವೆಚ್ಚ,,,,,,,,,
,Local fund,ಸ್ಥಳೀಯ ನಿಧಿ,,,,,,,,,
,Local fund dispensaries,"ಸ್ಥಳೀಯ ನಿಧಿ ಔಷಧಾಲಯ, ಎಲ್.ಎಫ಼್.ಆಸ್ಪತ್ರೆ",,,,,,,,,
,Local purchase,ಸ್ಥಳೀಯ ಖರೀದಿ,,,,,,,,,
,Local rate,ಸ್ಥಳೀಯ ದರ,,,,,,,,,
,Local self government,ಸ್ಥಳೀಯ ಸ್ವಾಯತ್ತತೆ,,,,,,,,,
,Local staff,ಸ್ಥಳೀಯ ಸಿಬ್ಬಂದಿ,,,,,,,,,
,Local tax,ಸ್ಥಳೀಯ ಕರ,,,,,,,,,
,Location,"ಸ್ಥಳ ನಿಶ್ಚಯ, ಸ್ಥಳ ನಿರ್ದೇಶನ, ಸ್ಥಳ",,,,,,,,,
,Location code,ಸ್ಥಳ ಸಂಕೇತ,,,,,,,,,
,Locking up of funds,"ನಿಧಿಗಳು ಬಂಧಿತವಾಗಿರುವುದು, ನಿಧಿಗಳ ಬಂಧನ",,,,,,,,,
,Lockout,ಬೀಗಮುದ್ರೆ,,,,,,,,,
,Log book,"ದಿನಚರಿ ದಾಖಲೆ ಪ್ರಸ್ತಕ, ವಾಹನ ದಿನಚರಿ ಪುಸ್ತಕ, ಲಾಗ್‌ ಬುಕ್ಕು",,,,,,,,,
,Log sheet,"ದಿನಚರಿ ದಾಖಲೆ ಹಾಳೆ, ದಿನಚರಿ ಹಾಳೆ, ಲಾಗ್‌ ಶೀಟು",,,,,,,,,
,Long standing,"ಬಹುಕಾಲದ, ಬಹುಕಾಲದಿಂದಿರುವ",,,,,,,,,
,Long-term,ದೀರ್ಘಾವಧಿಯ,,,,,,,,,
,Longevity,ದೀರ್ಘಕಾಲಿಕ ಬಾಳಿಕೆ,,,,,,,,,
,Loop,ಕುಣಿಕೆ,,,,,,,,,
,Lop,"ಕತ್ತರಿಸು, ಸವರು, ಕೊಂಬೆ",,,,,,,,,
,Low income group,"ಕಡಿಮೆ ವರಮಾನ ವರ್ಗ, ಕಡಿಮೆ ಆದಾಯದ ಗುಂಪು",,,,,,,,,
,Low tension,ಅಲ್ಪ ವಿದ್ಯುತ್‌ ಒತ್ತಡ,,,,,,,,,
,Low tension line,ಅಲ್ಪ ವಿದ್ಯುತ್‌ ಒತ್ತಡದ ಮಾರ್ಗ,,,,,,,,,
,Lower pay,ನಿಮ್ನತರ ವೇತನ,,,,,,,,,
,Lower time scale,ನಿಮ್ನತರ ವೇತನ ಶ್ರೇಣಿ,,,,,,,,,
,Lowest bidder,ಕನಿಷ್ಠ ಸವಾಲುದಾರ,,,,,,,,,
,Lowest price,ಕನಿಷ್ಠ ಬೆಲೆ,,,,,,,,,
,Lubricant,"ಜಾರೆಣ್ಣೆ, ಎರೆಣ್ಣೆ, ಕೀಲೆಣ್ಣೆ, ಯಂತ್ರದ ಎಣ್ಣೆ",,,,,,,,,
,Lubricate,ಕೀಲೆಣ್ಣೆ ಹಾಕು,,,,,,,,,
,Lubrication,"ಸವೆತ ನಿವಾರಣೆ, ಕೀಲೆಣ್ಣೆ ಹಚ್ಚುವುದು",,,,,,,,,
,Lump sum,ಒಟ್ಟಾರೆ,,,,,,,,,
,Lunatic,ಹುಚ್ಚ,,,,,,,,,
,M.S.Rods,"ಮೆದು ಉಕ್ಕಿನ ಸರಳುಗಳು, ಎಂ.ಎಸ್‌.ರಾಡುಗಳು",,,,,,,,,
,Machine tool,"ಯಂತ್ರೋಪಕರಣ, ಮೆಷಿನ್‌ ಟೂಲ್‌",,,,,,,,,
,Magazine,"ಪತ್ರಿಕೆ, ಮ್ಯಾಗಝೈನ್‌",,,,,,,,,
,Magistrate,"ದಂಡಾಧಿಕಾರಿ, ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್‌",,,,,,,,,
,Magnetic oil gauge,ಆಯಸ್ಕಾಂತೀಯ ತೈಲ ಮಾಪಕ,,,,,,,,,
,Magnitude,"ಗಾತ್ರ, ಪರಿಮಾಣ",,,,,,,,,
,Magpying,ಗುರುತಿಸಿಕೊಳ್ಳುವಿಕೆ,,,,,,,,,
,Mail transfer,ಅಂಚೆ ವರ್ಗಾವಣೆ,,,,,,,,,
,Mailing list,"ಅಂಚೆ ಪಟ್ಟಿ, ವಿಳಾಸ ಪಟ್ಟಿ",,,,,,,,,
,Main head,"ಮುಖ್ಯ ಶೀರ್ಷಿಕೆ, ಪ್ರಧಾನ ಶೀರ್ಷಿಕೆ",,,,,,,,,
,Maintenance,"ನಿರ್ವಹಣೆ, ಜೀವನಾಂಶ",,,,,,,,,
,Maintenance and repairs,ನಿರ್ವಹಣೆ ಮತ್ತು ದುರಸ್ತಿ,,,,,,,,,
,Maintenance charges,ನಿರ್ವಹಣ ವೆಚ್ಚಗಳು,,,,,,,,,
,Maintenance establishment,ನಿರ್ವಹಣೆ ಸಿಬ್ಬಂದಿ,,,,,,,,,
,Major casualty,"ಭಾರೀ ಪ್ರಮಾಣದ ದುರ್ಘಟನೆ, ಭಾರೀ ಪ್ರಮಾಣದ ಅಪಘಾತ",,,,,,,,,
,Major head,"ಮುಖ್ಯ ಶೀರ್ಷಿಕೆ, ಪ್ರಧಾನ ಶೀರ್ಷಿಕೆ",,,,,,,,,
,Major penalty,"ಪ್ರಧಾನ ದಂಡನೆ, ಅಧಿಕ ದಂಡನೆ",,,,,,,,,
,Major repairs,"ಪ್ರಮುಖ ದುರಸ್ತಿ, ಬೃಹತ್‌ ದುರಸ್ತಿ, ಭಾರಿ ದುರಸ್ತಿ",,,,,,,,,
,Major works,"ಬೃಹತ್‌ ಕಾಮಗಾರಿಗಳು, ಮುಖ್ಯ ಕಾಮಗಾರಿಗಳು",,,,,,,,,
,Make up,"ಭರ್ತಿ ಮಾಡು, ಕೊರತೆಯನ್ನು ತುಂಬು",,,,,,,,,
,Mal adjustments,"ತಪ್ಪು ಹೊಂದಾಣಿಕೆ, ಹೊಂದಿಕೆ ಇಲ್ಲದಿರುವುದು",,,,,,,,,
,Malafide,"ದುರ್ಭಾವನೆ, ದುರುದ್ದೇಶದ, ಕೆಟ್ಟ ಭಾವನೆಯಿಂದ ಕೂಡಿದ",,,,,,,,,
,Malicious,"ದುರುದ್ದೇಶಪೂರಿತ, ಕೆಡುಕಿನ",,,,,,,,,
,Malpractice,ದುರಾಚರಣೆ,,,,,,,,,
,Man-hole,"ಚರಂಡಿಯ ಇಳಿಗುಂಡಿ, ಮ್ಯಾನ್‌ ಹೋಲ್‌",,,,,,,,,
,Managerial capacity,ವ್ಯವಸ್ಥಾಪನ ಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Mandate,ಕಾನೂನು ಸಮ್ಮತ ಕಟ್ಟಾಜ್ಞೆ,,,,,,,,,
,Mandatory,"ಕಡ್ಡಾಯ, ಕಟ್ಟಾಜ್ಞೆಯ",,,,,,,,,
,Manifesto,ಪ್ರಣಾಳಿಕೆ,,,,,,,,,
,Manipulation,"ಕೈಚಳಕ, ಕೈವಾಡ",,,,,,,,,
,Manpower,"ಮಾನವ ಶಕ್ತಿ, ಕೆಲಸಗಾರರ ಸಂಖ್ಯೆ",,,,,,,,,
,Manual,ಕೈಪಿಡಿ,,,,,,,,,
,Manual of financial powers,ಹಣಕಾಸು ಅಧಿಕಾರ ಕೈಪಿಡಿ,,,,,,,,,
,Manufacturing activity,ನಿರ್ಮಾಣ ಚಟುವಟಿಕೆ,,,,,,,,,
,Manuscripts of answer,ಉತ್ತರ ಪತ್ರಿಕೆಗಳು,,,,,,,,,
,Marginal note,"ಅಂಚಿನ ಟಿಪ್ಪಣಿ, ಪಾರ್ಶ್ವ ಟಿಪ್ಪಣಿ",,,,,,,,,
,Marginal profit,ಅಲ್ಪ ಲಾಭ,,,,,,,,,
,Mark of identification,ಗುರುತಿನ ಚಿಹ್ನೆ,,,,,,,,,
,Market price,"ಮಾರುಕಟ್ಟೆ ಬೆಲೆ, ಪೇಟೆ ಬೆಲೆ",,,,,,,,,
,Market rate,"ಮಾರುಕಟ್ಟೆ ದರ, ಪೇಟೆ ದರ",,,,,,,,,
,Market value,"ಮಾರುಕಟ್ಟೆಯ ಮೌಲ್ಯ, ಪೇಟೆಯ ಮೌಲ್ಯ",,,,,,,,,
,Masonry patch works,"ತುಂಡು ಗಾರೆಕಾಮಗಾರಿಗಳು, ಗಾರೆಯ ಬಿಡಿಗೆಲಸ",,,,,,,,,
,Mass production,ಭಾರಿ ಉತ್ಪಾದನೆ,,,,,,,,,
,Master plan,ಬೃಹತ್‌ ಯೋಜನೆ,,,,,,,,,
,Master unit sub-station ( M.U.S.S.),"ಪ್ರಧಾನ ಘಟಕ ಉಪ ಕೇಂದ್ರ, ಎಂ.ಯು.ಎಸ್‌.ಎಸ್‌.",,,,,,,,,
,Matching contribution,ಅನುರೂಪದ ಕೊಡುಗೆ/ವಂತಿಗೆ,,,,,,,,,
,Material Acknowledgement statement,ಸಾಮಗ್ರಿ ಸ್ವೀಕೃತಿ ಪತ್ರ,,,,,,,,,
,Material cost variance,"ಸಾಮಗ್ರಿ ಬೆಲೆ ವ್ಯತ್ಯಾಸ, ಸಾಮಗ್ರಿ ದರ ವ್ಯತ್ಯಾಸ",,,,,,,,,
,Material object,"ಭೌತಿಕ ಪದಾರ್ಥ, ಮುದ್ದೆ ಮಾಲು",,,,,,,,,
,Material stock adjustment account,ಉಗ್ರಾಣ ದಾಸ್ತಾನು ಹೊಂದಾಣಿಕೆ ಲೆಕ್ಕ,,,,,,,,,
,Materials at site,ಕಾರ್ಯಕ್ಷೇತ್ರದಲ್ಲಿರುವ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,
,Materials budget,ಸಾಮಗ್ರಿಗಳ ಆಯವ್ಯಯ,,,,,,,,,
,Materials imprest,ಕೈಗಾವಲು ಸಾಮಗ್ರಿಗಳು,,,,,,,,,
,Materials specification,ಸಾಮಗ್ರಿಗಳ ಗೊತ್ತುಪಾಡು,,,,,,,,,
,Materials to confirm to specification,ಗೊತ್ತುಪಾಡಿಗೆ ಅನುಗುಣವಾಗಿರುವ ಸಾಮಗ್ರಿಗಳು,,,,,,,,,
,Materials transferred inward,"ಅಂತರ ವರ್ಗಾಯಿತ ಸಾಮಗ್ರಿಗಳು, ಒಳವರ್ಗಾವಣೆ ಸಾಮಗ್ರಿಗಳು",,,,,,,,,
,Maternity leave,ಹೆರಿಗೆ ರಜೆ,,,,,,,,,
,Matter of fact,ವಸ್ತುತಃ ವಾಸ್ತವಿಕ ಸಂಗತಿ,,,,,,,,,
,Matter under reference,"ಪ್ರಸ್ತುತ ವಿಷಯ, ಪ್ರಸ್ತುತ ಸಂಗತಿ, ಉಲ್ಲೇಖಿತ ಸಂಗತಿ",,,,,,,,,
,Maximum demand,ಗರಿಷ್ಠ ಬೇಡಿಕೆ,,,,,,,,,
,Maximum ground clearance,ಗರಿಷ್ಠ ಭೂ ಅಂತರ,,,,,,,,,
,Maximum leave of absence,ಗರಿಷ್ಠ ಗೈರುಹಾಜರಿ ರಜೆ,,,,,,,,,
,Maximum of time scale,ವೇತನಶ್ರೇಣಿಯ ಪರಮಾವಧಿ,,,,,,,,,
,Maximum pay,ಗರಿಷ್ಠ ವೇತನ,,,,,,,,,
,Maximum term,ಗರಿಷ್ಠ ಕಾಲಾವಧಿ,,,,,,,,,
,Maximum value,ಗರಿಷ್ಠ ಮೌಲ್ಯ,,,,,,,,,
,May be treated as urgent,ಜರೂರು ಎಂದು ಪರಿಗಣಿಸಿ,,,,,,,,,
,May take necessary steps,ಅಗತ್ಯಕ್ರಮ ಕೈಗೊಳ್ಳಬಹುದು,,,,,,,,,
,Measurement book,"ಅಳತೆ ಪುಸ್ತಕ, ಮೆಷರ್‌ಮೆಂಟ್‌ ಬುಕ್‌ (ಎಂ.ಬಿ)",,,,,,,,,
,Mechanical injury,ಯಂತ್ರದಿಂದಾದ ಗಾಯ,,,,,,,,,
,Medical advice,ವೈದ್ಯಕೀಯ ಸಲಹೆ,,,,,,,,,
,Medical assistance,"ವೈದ್ಯ ಸಹಾಯ, ವೈದ್ಯಕೀಯ ನೆರವು",,,,,,,,,
,Medical attendance,ವೈದ್ಯೋಪಚಾರ,,,,,,,,,
,Medical attendance regulations,ವೈದ್ಯೋಪಚಾರ ನಿಬಂಧನೆಗಳು,,,,,,,,,
,Medical attendant,"ವೈದ್ಯಕೀಯ ಪರಿಚಾರಕ, ಪರಿಚಾರಕ ವೈದ್ಯ",,,,,,,,,
,Medical benefit,ವೈದ್ಯಕೀಯ ಸೌಲಭ್ಯ/ಸವಲತ್ತು,,,,,,,,,
,Medical certificate,"ವೈದ್ಯಕೀಯ ಪ್ರಮಾಣಪತ್ರ, ಮೆಡಿಕಲ್ ಸರ್ಟಿಫ಼ಿಕೇಟು",,,,,,,,,
,Medical checkup,ವೈದ್ಯಕೀಯ ತಪಾಸಣೆ,,,,,,,,,
,Medical expenses,ವೈದ್ಯಕೀಯ ಖರ್ಚು/ವೆಚ್ಚ,,,,,,,,,
,Medical fitness certificate,ವೈದ್ಯಕೀಯ ಅರ್ಹತಾ ಪತ್ರ,,,,,,,,,
,Medical relief,"ವೈದ್ಯಕೀಯ ಪರಿಹಾರ, ವೈದ್ಯೋಪಚಾರ ಪರಿಹಾರ",,,,,,,,,
,Medical staff,ವೈದ್ಯಕೀಯ ಸಿಬ್ಬಂದಿ,,,,,,,,,
,Megger,"ಮೆಗ್ಗರು, ವಿದ್ಯುನ್ಮಾಪಕ (ಓಮ್ಸ್‌ನಲ್ಲಿ ಅಳೆಯುವ ಸಾಧನ)",,,,,,,,,
,Meggering,"ಮೆಗ್ಗರ್ ಮಾಡುವುದು, ಮೆಗ್ಗರ್-ಅಳತೆ ಮಾಡುವುದು",,,,,,,,,
,Memento,ನೆನಪಿನ ಕಾಣಿಕೆ,,,,,,,,,
,Memorandum,"ಜ್ಞಾಪನ, ಜ್ಞಾಪನ ಪತ್ರ, ನಿವೇದನೆ",,,,,,,,,
,Memorandum accounts,ಲೆಕ್ಕಪತ್ರಗಳ ಜ್ಞಾಪನ,,,,,,,,,
,Memorandum debit accounts,ಖರ್ಚು ಲೆಕ್ಕಪತ್ರಗಳ ಜ್ಞಾಪನ,,,,,,,,,
,Memorandum of agreement,"ಒಪ್ಪಂದ ವಿವರಣ ಪತ್ರ, ಒಪ್ಪಂದ ನಿವೇದನ ಪತ್ರ",,,,,,,,,
,Men on line,ಕೆಲಸದಲ್ಲಿ ತೊಡಗಿರುವ ಕಾರ್ಮಿಕರು,,,,,,,,,
,Mensem,"ಮಾಸಿಕ, ತಿಂಗಳು",,,,,,,,,
,Mercury vapour lamp,"ಪಾದರಸ ಆವಿ ವಿದ್ಯುತ್‌ ದೀಪ, ಎಂ.ವಿ ಲ್ಯಾಂಪು",,,,,,,,,
,Merits and demerits,"ಗುಣಾವಗುಣಗಳು, ಗುಣದೋಷಗಳು",,,,,,,,,
,Messenger wire,ಆಧಾರ ತಂತಿ,,,,,,,,,
,Metal ferrule,ಲೋಹದ ಉಂಗುರ,,,,,,,,,
,Meter,"ಮಾಪಕ, ಮೀಟರ್‌",,,,,,,,,
,Meter constant,ಮಾಪಕ ಸ್ಥಿರಾಂಕ,,,,,,,,,
,Meter not recording,ದಾಖಲಿಸದ ಮಾಪಕ,,,,,,,,,
,Meter relay testing,ಮಾಪಕ ರಿಲೇ ಪರೀಕ್ಷೆ,,,,,,,,,
,Meter seal,"ಮಾಪಕದ ಮೊಹರು, ಮೀಟರಿನ ಮೊಹರು",,,,,,,,,
,Meter security deposit,ಮಾಪಕ ಭದ್ರತಾ ಠೇವಣಿ,,,,,,,,,
