ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Forebay,"ಅಗ್ರತಾಲ, ಮುಂಗೊಲ್ಲಿ",,,,,,,,,
,Forge,ಕುಲುಮೆಯ ಕಾರಖಾನೆ,,,,,,,,,
,Forging,ಕಾಯಿಸಿ ಬಡಿಯುವಿಕೆ,,,,,,,,,
,Forging machine,"ಲೋಹವನ್ನು ಬಡಿಯುವ ಯಂತ್ರ, ದ್ವಿಭುಜ",,,,,,,,,
,Fork,"ಕವಲುಗೋಲು, ದ್ವಿಭುಜ",,,,,,,,,
,Forked pipe,ಸೀಳಿತ ಕೊಳವೆ,,,,,,,,,
,Formation,ರಚನೆ,,,,,,,,,
,Formation level,"ನಿರ್ಮಾಣ ಮಾಡುವ ಮಟ್ಟ, ತಳಪಾಯ",,,,,,,,,
,Foudation,"ತಳ, ಗಟ್ಟಿನೆಲ, ಅಡಿಪಾಯ, ತಳಪಾಯ",,,,,,,,,
,Foundation concrete,"ಕಾಂಕ್ರೀಟ್ನಿಂದ ಮಾಡಿದ ಗಟ್ಟಿನೆಲ, ಅಡಿಪಾಯ, ತಳಪಾಯ",,,,,,,,,
,Foundation engineer,"ಅಡಿಪಾಯ ತಂತ್ರಜ್ಞಾನದ ಅಭಿಯಂತರ, ನೀವ ಎಂಜಿನಿಯರ್ , ನೀವ ಅಭಿಯಂತರ",,,,,,,,,
,Foundation rock,"ಆಸ್ತಿಭಾರಶಿಲೆ, ಮೂಲಶೀಲೆ",,,,,,,,,
,Foundation stone,ಅಸ್ತಿಭಾರ ಶಿಲೆ,,,,,,,,,
,Foundry,ಎರಕ ಹೊಯ್ಯುವ ಕಾರಖಾನೆ,,,,,,,,,
,"Foundry, ferrous",ಕಬ್ಬಿಣ ಎರಕದ ಕೆಲಸ,,,,,,,,,
,"Foundry, iron",ಎರಕದ ಕಬ್ಬಿಣ,,,,,,,,,
,Fourway cock,ನಾಲ್ಮುಖ ಕವಾಟ,,,,,,,,,
,Fragmental,"ಖಂಡಮಯ, ಚೂರುಮಯ",,,,,,,,,
,Frame,ಆಕಾರ ಮಾಡು,,,,,,,,,
,Free board,ಮುಕ್ತಾಂತರ,,,,,,,,,
,Free fall weir,ಮುಕ್ತ ಪ್ರಪಾತ ತೂಬು,,,,,,,,,
,Free flooding,ಅನಿಯಂತ್ರಿತ ನೀರು ನಿಲ್ಲಿಸುವಿಕೆ,,,,,,,,,
,Free flow,ಮುಕ್ತ ಪ್ರವಾಹ,,,,,,,,,
,Free flow tunnel,ಮುಕ್ತ ಪ್ರವಾಹ ಸುರಂಗ,,,,,,,,,
,Free overfall,ಮುಕ್ತ ಪ್ರಪಾತ,,,,,,,,,
,Free rolling,"ಸುಲಭ ಉರುಳುವಿಕೆ, ಮುಕ್ತ ಉರುಳಿಕೆ",,,,,,,,,
,Free surface,ಮುಕ್ತ ಮೇಲ್ಮೈ,,,,,,,,,
,Free surface of water,ನೀರಿನ ಮುಕ್ತ ಮೇಲ್ಮೈ,,,,,,,,,
,Free weir,"ಮುಕ್ತ ತೂಬು, ಬಾಗಿಲು",,,,,,,,,
,Freight car,ಸಾಮಗ್ರ ಸಾಗಣೆ ಗಾಡಿ,,,,,,,,,
,Freight charge,ಸಾಮಗ್ರ ಸಾಗಣೆ ದರ,,,,,,,,,
,Frequencry of overflow,ತುಂಬಿ ಹರಿಯುವ ಪ್ರಮಾಣ,,,,,,,,,
,Frequency,ಸಂಭವ ಪ್ರಮಾಣ,,,,,,,,,
,Frequency curve,ಸಂಭವ ಪ್ರಮಾಣ ವಕ್ರರೇಖೆ,,,,,,,,,
,Frequency diagram,ಸಂಭವ ಪ್ರಮಾಣ ರೇಖಾಚಿತ್ರ,,,,,,,,,
,Friction,ಘರ್ಷಣೆ,,,,,,,,,
,Friction block,ಘರ್ಷಣ ಖಂಡ,,,,,,,,,
,Friction effect,"ಒಂದು ಕಾಯವು ಮತ್ತೊಂದರ ಮೇಲೆ ಚಲಿಸುವಲ್ಲಿ ಉಂಟಾಗುವ ತೊಂದರೆ, ತಡೆ",,,,,,,,,
,Friction head,ಘರ್ಷಣ ಶೀರ್ಷ,,,,,,,,,
,Friction slope,"ಘರ್ಷಣ ಪ್ರವಣತೆ, ಘರ್ಷಣ ಇಳಕಲು",,,,,,,,,
,"Friction, pipe",ಕೊಳವೆ ಘರ್ಷಣ,,,,,,,,,
,"Frictional drag, total","ಒಟ್ಟು ಘರ್ಷಣಿಕ ಕರ್ಷಣ, ಪೂರ್ಣ ಘರ್ಷನಿಕ ಕರ್ಷಣ",,,,,,,,,
,Frictional lag,ಘರ್ಷಣಿಕ ಪಶ್ಚತ,,,,,,,,,
,Frictional losses,"ಘರ್ಷಣ ನಷ್ಟಗಳು, ಘರ್ಷಣೆ ಹಾನಿ",,,,,,,,,
,Frictionless adiabatic flow,ಘರ್ಷಣರಹಿತ ಪ್ರವಾಹ,,,,,,,,,
,Frictionless flow,"ಘರ್ಷಣರಹಿತ ಹರಿವು, ಘರ್ಷಣರಹಿತ ಪ್ರವಾಹ",,,,,,,,,
,Fringe water,"ಅಂಚುನೀರು, ಅಂಚಲ ಜಲ",,,,,,,,,
,Front elevation (drawing),ಮುಂಭಾಗದ ನೋಟ,,,,,,,,,
,Front furrow wheel,ಮುಂಭಾಗದ ಉಳುಮೆ ಸಾಲಿನ ನೇಗಿಲ ಚಕ್ರ,,,,,,,,,
,Front truck wheel,ಗಾಡಿಯ ಮುಂದಿನ ಚಕ್ರ,,,,,,,,,
,Frost,ಹೆಪ್ಪುಗಟ್ಟು,,,,,,,,,
,Froude number,ಫ್ರಾಡ್ನ ಅಂಕ,,,,,,,,,
,Froudes co-efficient friction,ಫ್ರಾಡ್ನ ಘರ್ಷಣೆ ಗುಣಾಂಕ,,,,,,,,,
,Froudes equation,ಫ್ರಾಡ್ ನ ಸಮೀಕರಣ,,,,,,,,,
,Frozen pipe,ಹಿಮಗಟ್ಟಿದ ನಳಿಕೆ,,,,,,,,,
,Fuels,ಇಂಧನಗಳು,,,,,,,,,
,Fulcrum,ಆನಿಕೆ,,,,,,,,,
,Fulcrum block,"ಆಲಂಬ, ಖಂಡಕ",,,,,,,,,
,Full supply depth,ಪೂರ್ಣ ಪೂರೈಕೆ ಆಳ,,,,,,,,,
,Fulminate,"ಮಿಂಚಿನಂತೆ ಹೊಳೆ, ಸ್ಪೋಟನವಾಗು",,,,,,,,,
,Function of time,"ಸಮಯಾವಲಂಬ ಕ್ರಿಯೆ, ಸಮಯದ ಕಾರ್ಯಫಲ",,,,,,,,,
,Functional planning,ಕ್ರಿಯಾವ್ಯವಸ್ಥಾತ್ಮಕ ಯೋಜನೆ,,,,,,,,,
,Furbish,ತುಕ್ಕುತೆಗೆ,,,,,,,,,
,Furnace,ಕುಲುಮೆ,,,,,,,,,
,Furrow,"ಎರಡು ತವರುಗಳ ಮಧ್ಯದ ಹಳ್ಳ, ನೇಗಿಲಿನ ಉಳುಮೆಯ ಸಾಲು",,,,,,,,,
,Furrow irrigation,ಸಾಲು ನೀರಾವರಿ,,,,,,,,,
,Furrow slice,ನೇಗಿಲ ನೀಳಿನ ಮಣ್ಣು,,,,,,,,,
,Furrow wall,ಉಕ್ಕೆಸಾಲಿನ ಗೋಡೆ,,,,,,,,,
,Fuse (electrical),ಕರಗು ಪ್ಯೂಸ್ ತಂತಿ,,,,,,,,,
,Fuse gap,ಫ್ಯೂಸ್ ಅಂತರ,,,,,,,,,
,Fuse panel,ಫ್ಯೂಸ್ ಅಂತರ,,,,,,,,,
,"Fuse, cartridge","ಸಿಡಿಮದ್ದು, ಅಸ್ತ್ರಗಳಲ್ಲಾಗಲಿ ಬಂಡೆಯೊಡೆಯುವನಲ್ಲಾಗಲಿ ಉಪಯೋಗಿಸುವ ಸಿಡಿಮದ್ದು",,,,,,,,,
,Gabionade,"ಕಡ್ಡಿ, ಬೆತ್ತ ಅಥವಾ ಕಬ್ಬಿಣದ ಪಟ್ಟಿಗಳಿಂದ ಹೆಣೆದು ಮಣ್ಣು ತುಂಬಿಸುವ ತೊಂಟೆ",,,,,,,,,
,Gadget,"ಯಂತ್ರ, ಮೊದಲಾದವುಗಳಲ್ಲಿಯ ಒಂದು ಸಣ್ಣ ಹೊಂದಿಕೆ ಅಥವಾ ಸಲಕರಣೆ",,,,,,,,,
,Gage-gange,ಅಳತೆಗುರುತುಗಳುಳ್ಳ ಸಲಕರಣೆ (ಅಳೆಪಡಿ),,,,,,,,,
,Galvanic,ಪ್ರವಾಹ ವಿದ್ಯುತ್ತನ್ನು ಪ್ರಯೋಗಿಸು,,,,,,,,,
,Galvanishing,ಸತು ಲೇಪನ,,,,,,,,,
,Galvanometer,ವಿದ್ಯುತ್ ಪ್ರವಾಹದರ್ಶಕ,,,,,,,,,
,Gang,ಸಮೂಹ,,,,,,,,,
,Gangue,ಅದುರು ಇರುವ ಮಣ್ಣುಗಟ್ಟಿ ಅಥವಾ ಶಿಲೆ,,,,,,,,,
,Gap,"ತೆರೆ, ಸಂದು, ಅಂತರ",,,,,,,,,
,Garden engine,ತೋಟಕ್ಕೆ ನೀರೆರೆಯುವ ಸಾಗುಯಂತ್ರ,,,,,,,,,
,Garden frame,ಹಿಮತಟ್ಟದಂತೆ ಸಣ್ಣಸಸ್ಯಗಳನ್ನು ಬಿತ್ತನೆಯನ್ನೂ ಶಾಖವಾಗಿಟ್ಟು ಬೇಗ ಬೆಳೆಯುವಂತೆ ಮಾಡುವ ಗಾಜಿನಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Garden glass,ಸಸ್ಯದ ಮೇಲೆ ಮುಚ್ಚುವ ಗಂಟೆಯಾಕಾರದ ಗಾಜುಪಾತ್ರೆ,,,,,,,,,
,Gas jet,"ಅನಿಲಧಾರೆ, ಅನಿಲ ಸೂಸಕ",,,,,,,,,
,Gasolene,"ಕಚ್ಚಾ ಪೆಟ್ರೋಲಿಯಂ ಎಣ್ಣೆಯಿಂದ ಬಟ್ಟಿ ಇಳಿಸಿದ ಚಂಚಲ ಉರಿದ್ರವ, ಪೆಟ್ರೋಲ್",,,,,,,,,
,Gasometer,ಅನಿಲ ಮಾಪಕ,,,,,,,,,
,Gasplant,ಅನಿಲಸ್ಥಾವರ,,,,,,,,,
,Gate valve,ದ್ವಾರ ಕವಾಟ,,,,,,,,,
,Gauge wheel,ಅಳತೆಯ ಚಕ್ರ,,,,,,,,,
,Gear reduction,ಗೇರ್ ಇಳಿತ,,,,,,,,,
,Generator,"ಉತ್ಪಾದಕ, ಜನಿಕ",,,,,,,,,
,Geographical meridian,ಭೌಗೋಳಿಕ ವೃತ್ತರೇಖೆ,,,,,,,,,
,Geophysical investigation,"ಭೂಭೌತಿಕ ತನಿಖೆ, ಭೂಭೌತಿಕ ಅನ್ವೇಷಣೆ",,,,,,,,,
,Geophysical method,ಭೂಭೌತಿಕ ವಿಧಾನ,,,,,,,,,
,Geotechnical commission,ಭೂತಾಂತ್ರಿಕ ಆಯೋಗ,,,,,,,,,
,Geyser,ನೀರು ಕಾಯಿಸುವ ಸಲಕರಣೆ,,,,,,,,,
,Glacial origin,ಹಿಮನದಿಯ ಮೂಲ,,,,,,,,,
,Glaciated region,ಹಿಮನದಿಯ ಪ್ರದೇಶ,,,,,,,,,
,Glance,ಒಂದು ತೆರೆದ ಹೊಳಪಿನ ಅದುರು,,,,,,,,,
,Glare,"ಪ್ರಕಾಶ, ಝಳ",,,,,,,,,
,Gleam,ಥಳಥಳ ಮಿನುಗು,,,,,,,,,
,Glow,"ಬೆಳಕನ್ನೂ, ಶಾಖವನ್ನೂ ಸೂಸು",,,,,,,,,
,Goad,ಮೊನೆಯುಳ್ಳ ಕೋಲು,,,,,,,,,
,Governor hunting,ಅಧಿನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಗಳು,,,,,,,,,
,Graded bund,ಇಳಿಜಾರು ಬದು,,,,,,,,,
,Gradient,ಇಳುಕಲಿನ ಪ್ರಮಾಣ,,,,,,,,,
,Grading technique,ಇಳುಕಲು ನಿರ್ದೇಶನ ತಂತ್ರ,,,,,,,,,
,Gradual expansion,ಅನುಕ್ರಮಿಕ ವಿಸ್ತರಣೆ,,,,,,,,,
,Grain combine,ಧಾನ್ಯ ಸಂಯೋಜಕ,,,,,,,,,
,Grain reaper,ಧಾನ್ಯಕಾಳು ಬೆಳೆ ಕೊಯ್ಲಿನ ಉಪಕರಣ,,,,,,,,,
,Grain size characteristics,"ಕಣ-ಪರಿಮಾಣ ಗುಣಲಕ್ಷಣಗಳು, ಕಣ-ಗಾತ್ರ ಗುಣಲಕ್ಷಣಗಳು, ಕಣ-ಗಾತ್ರಲಕ್ಷಣಗಳು",,,,,,,,,
,Grain size distribution,"ಕಣ-ಗಾತ್ರ ವಿತರಣೆ, ಕಣ-ಗಾತ್ರ ಹಂಚಿಕೆ",,,,,,,,,
,Granary,"ಒಕ್ಕಿದ ಧಾನ್ಯವನ್ನಿಡುವ ಉಗ್ರಾಣ, ಹಗೇವು",,,,,,,,,
,Graniform,ಕಾಳಿನಾಕಾರಾದ,,,,,,,,,
,Granular stratum,"ಕಣೀಯಸ್ತರ, ಹರಳುಸ್ತರ",,,,,,,,,
,Graph,"ಗ್ರಾಫ್, ರೇಖಾ ಚಿತ್ರ",,,,,,,,,
,Grapple dredge,ಹೂಳೆತ್ತುವ ಸಲಕರಣೆ,,,,,,,,,
,Grass barrier,ಹುಲ್ಲುತಡೆ,,,,,,,,,
,Grater,ಪುಡಿಪುಡಿಮಾಡುವ ಸಲಕರಣೆ,,,,,,,,,
,Gravel,ಕಂಕರ (ಗರಟ),,,,,,,,,
,Gravel bed filter,ಮರಳು ಮತ್ತು ಕಂಕರಗಳ ಹಾಸಿನ ಸೋಸುವ ಸಲಕರಣೆ,,,,,,,,,
,Gravelly clay loam,ಗರಸುಯುತ ಜೇಡಿಗೋಡು,,,,,,,,,
,Gravelly sand,ಗರಸುಯುತ ಮರಳು,,,,,,,,,
,Gravimetric method,ಗುರುತ್ವಮಾನ ಪದ್ಧತಿ,,,,,,,,,
,Gravitational water,ಗುರುತ್ವಾಕರ್ಷಣ ನೀರು,,,,,,,,,
,Gravity,ಗುರುತ್ವಾಕರ್ಷಣ,,,,,,,,,
,Gravity feed system,ಗುರುತ್ವ ಜಲಸರಬರಾಜು ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Gravity flow,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದ ಹರಿಯುವಿಕೆ,,,,,,,,,
,Grease retainer,ಗ್ರೀಸ್ ಪ್ರತಿಧಾರಕ,,,,,,,,,
,Greatest gradient,"ಅತ್ಯಧಿಕ ಇಳುಕಲು, ಅಧಿಕತಮ ಪ್ರವಣತೆ",,,,,,,,,
,Grey stone,"ಜ್ವಾಲಾಮುಖಿ ಶಿಲೆ, ಅಧಿಕತಮ ಪ್ರವಣತೆ",,,,,,,,,
,Grid,ನಡುನಡುವೆ ಸ್ಥಳಬಿಟ್ಟು ಜೋಡಿಸಿದ ಸಮಾನಾಂತರದ ಸರಳುಗಳ ಚೌಕಟ್ಟು,,,,,,,,,
,Griddle,ತಂತಿ ತಳದ ಚೌಕಟ್ಟು(ಜಲ್ಲಡಿ),,,,,,,,,
,Grinding,"ಅಪಘರ್ಷಣ, ಸಾಣೆ ಹಿಡಿಯುವುದು",,,,,,,,,
,Grit,ಮರಳಿನ ಸಣಕಣ್ಣಗಳು,,,,,,,,,
,Gritty feeling,"ಶಿತಕಣೀಯ ಸ್ಪರ್ಶ , ಮರಳುಗಲ್ಲುಕಣವಂಥ ಸ್ಪರ್ಶ",,,,,,,,,
,Groove,"ತೋಡುಗೆರೆ (ಗಾಡಿ,ಬೋದು)",,,,,,,,,
,Grooving tool,ತೋಡುವ (ಗಾಡಿಮಾಡುವ) ಉಪಕರಣ,,,,,,,,,
,Gropple fork,ಬಿಗಿ ಹಿಡಿತದ ಕವಲು ಗುದ್ದಲಿ,,,,,,,,,
,Ground line,ಭೂಮಟ್ಟ ರೇಖೆ,,,,,,,,,
,Ground point,ಭೂಮಟ್ಟ ಬಿಂದು,,,,,,,,,
,Ground sel,ಅಸ್ತಿಭಾರಕ್ಕಾಗಿ ಉಪಯೋಗಿಸುವ ಮರದ ತೊಲೆ (ಹೊಸ್ತಿಲು),,,,,,,,,
,Ground water investigation,ಭೂ ಅಂತರ್ಜಲ ಅನ್ವೇಷಣೆ,,,,,,,,,
,Grub,ಅಗೆದು ಹೊರತಗೆದ,,,,,,,,,
,Guage stick,ಅಳತೆ ಕೋಲು,,,,,,,,,
,Gudgeon,ತಿರುಗುಣಿ,,,,,,,,,
,Gudie tube,"ಮಾರ್ಗದರ್ಶಕ ನಳಿಕೆ, ನಿರ್ದೇಶಕ ನಳಿಕೆ",,,,,,,,,
,Guide arm,ನಿರ್ದೇಶಕ ಬಾವು,,,,,,,,,
,Guide line,ಮಾರ್ಗದರ್ಶಿ ಸಾಲು,,,,,,,,,
,Gullet,"ಸಾಲೆ , ಜಲಸಂಧಿ ಕಣಿವೆ",,,,,,,,,
,Gully erosion,ಕೊರಕಲು ಕೊಚ್ಚಣೆ,,,,,,,,,
,Gully wall,ಕೊರಕಲು ಗೋಡೆ,,,,,,,,,
,Gumbo,ಚಿಕನೀಮಿಟ್ಟಿ,,,,,,,,,
,Gyrant,ಸುರುಳಿಯಾಕಾರದಲ್ಲಿ ಸುತ್ತುತ್ತಿರುವ,,,,,,,,,
,Hack,ಪಿಕಾಸಿ,,,,,,,,,
,Hackery,ಎತ್ತಿನಗಾಡಿ,,,,,,,,,
,Hack-saw,ಲೋಹ ಕೊಯ್ಯುವ ಗರಗಸ,,,,,,,,,
,Halberd,ಈಟಿಗೊಡಲಿ,,,,,,,,,
,Hames,ಭಾರಎಳೆಯುವ ಕುದರೆಗೆ ಕೊರಳುಪಟ್ಟಿಯಾಗಿ ಹಾಕಿರುವ ಮರದ ಅಥವಾ ಲೋಹದ ಎರಡು ಬಾಗಿಸಿದ ಪಟ್ಟಿಗಳು,,,,,,,,,
,Hammer,ಸುತ್ತಿಗೆ,,,,,,,,,
,Hammer strap,ಸುತ್ತಿಗೆ ಪಟ್ಟಿ,,,,,,,,,
,Hand lever,ಕೈಸನ್ನೆ,,,,,,,,,
,Hand tools,ಕೈ ಉಪಕರಣ,,,,,,,,,
,Hand trenching,ಕೈಯಿಂದ ಕಾಲುವೆ ತೋಡುವಿಕೆ,,,,,,,,,
,Hand-chain pump,ಕೈಸರಪಳಿ ಪಂಪು,,,,,,,,,
,Handle,ಹಿಡಿಕೆ,,,,,,,,,
,Hard drawn copper wire,ಗಡುಸಾದ ತಾಮ್ರದ ತಂತ್ರಿ,,,,,,,,,
,Hard pan,ಗಟ್ಟಿಯಾದ ಪದರ,,,,,,,,,
,Hardening,ಗಟ್ಟಿಗೊಳಿಸುವಿಕೆ,,,,,,,,,
,Harmonic,ಸಮರಸವಾದ ಅಥವಾ ಹೊಂದಿಕೊಂಡಿರುವ,,,,,,,,,
,Harmonic component,ಹೊಂದಿಕೊಂಡಿರುವ ಘಟಕ,,,,,,,,,
,Harmonic distortion,ಸಮರಸವಾದ ವಿಕೃತರೂಪ,,,,,,,,,
,Harrow,ಕುಂಟೆ,,,,,,,,,
,Harrowing,ಕುಂಟೆ ಹೊಡೆಯುವುದು,,,,,,,,,
,Harvesting,"ಕತ್ತರಿಸುವಿಕೆ, ಕೊಯ್ಲುಮಾಡುವಿಕೆ",,,,,,,,,
,Hatchet,ಕೈಕೊಡಲಿ,,,,,,,,,
,Hay baler,ಒಣಹುಲ್ಲು ಪಿಂಡಿಕಟ್ಟುವ ಯಂತ್ರ,,,,,,,,,
,Hay press,ಒಣಹುಲ್ಲು ಒತ್ತುವ ಯಂತ್ರ,,,,,,,,,
,Head land,ಅಂಚು ಭೂಮಿ,,,,,,,,,
,Heat capacity,ಉಷ್ಣಸಾಮರ್ಥ್ಯ,,,,,,,,,
,Heavy dist plow,"ಭಾರವಾದ ಚಕ್ರನೇಗಿಲು, ತಟ್ಟೆ ನೇಗಿಲು",,,,,,,,,
,Heavy fuel,ಭಾರ ಇಂಧನ,,,,,,,,,
,Helical,ಸುರುಳಿಯಾಕಾರ,,,,,,,,,
,Helicopters,"ಹೆಲಿಕಾಪ್ಟರ್ , ಹಾರುಯಂತ್ರ",,,,,,,,,
,Helve,ಆಯುಧ ಹಿಡಿ,,,,,,,,,
,Heptagonal,ಸಪ್ತಮುಖಿ,,,,,,,,,
,Hertian,ವಿದ್ಯುತ್ ತರಂಗಗಳು,,,,,,,,,
,Hew,ಕತ್ತರಿಸು,,,,,,,,,
,High fault setting,ಜೋಡಣೆಯಲ್ಲಿ ಹೆಚ್ಚಿನ ದೋಷ,,,,,,,,,
,High frequency discharge,"ಮೇಲ್ ವೇಗದ ಹರಿವು, ಗರಿಷ್ಠ ವೇಗದ ಹರಿವು",,,,,,,,,
,High frequency disturbance,ಗರಿಷ್ಠ ಸಂಭವ ಪ್ರಮಾಣದಿಂದ ಉಂಟಾಗುವ ತೊಂದರೆ,,,,,,,,,
,High frequency energy,"ಮೇಲ್ ಸಂಭವ ಪ್ರಮಾಣದ ಶಕ್ತಿ, ವಿದ್ಯುತ್ ಪ್ರವಾಹದ ಹೆಚ್ಚಿನ ಶಕ್ತಿ",,,,,,,,,
,High frequency oscillator,ಗರಿಷ್ಠ ಸಂಭವ ಪ್ರಮಾಣದಿಂದ ಅಂದೋಲಕ,,,,,,,,,
,High frequency potential,ತೀವ್ರ ಸಂಭವ ಪ್ರಮಾಣದ ವಿದ್ಯುತ್ ಪ್ರವಾಹ,,,,,,,,,
,High frequency resistance,ತೀವ್ರ ಸಂಭವ ಪ್ರಮಾಣದ ನಿರೋಧಕ,,,,,,,,,
,High gradient,ಹೆಚ್ಚು ಇಳಕಲು ಪ್ರದೇಶ,,,,,,,,,
,High pressure system,ಹೆಚ್ಚು ಒತ್ತಡದ ಜಲ ವಿತರಣಾ ಪದ್ಧತಿ / ವಿಧಾನ,,,,,,,,,
,High resistance film,"ಅಧಿಕ ಪ್ರಮಾಣದ ಒತ್ತಡಕ್ಕೆ ನಿರೋಧವನ್ನೊಡುವ ಹಾಳೆ, ಪದರ",,,,,,,,,
,High speed,ತೀವ್ರ ವೇಗ,,,,,,,,,
,High tension,"ಅತಿಕರ್ಷಣ , ಅತಿ ಹೆಚ್ಚಿನ ವೊಲ್ಟೇಜ್",,,,,,,,,
,High voltage line,ತೀವ್ರ ವಿದ್ಯುದ್ಬಲ ತಂತಿ,,,,,,,,,
,High water table,ನೆಲಸನಿಯ ಅಂತರ್ಜಲಮಟ್ಟ,,,,,,,,,
,Hiller,ರಾಶಿಹಾಕುವ ಚಕ್ರ,,,,,,,,,
,Hilling,ಕುಪ್ಪೆಕಾರಕ,,,,,,,,,
,Hinge,ಕೀಲು,,,,,,,,,
,Hinge pin,ತಿರುಗಣಿ ಸೂಚಿ,,,,,,,,,
,Hinged,ಕೀಲಿತ,,,,,,,,,
,Hipping,ಟೊಂಕಕರಣ,,,,,,,,,
,Hitches,ಹೂಡುಕೊಂಡಿಗಳು,,,,,,,,,
,Hitching,ಹೂಳುವಿಕೆ,,,,,,,,,
,Hob,ಗುಂಡುತಲೆಯ ಗೂಟ,,,,,,,,,
,Hodometer,ಪಥ ಮಾಪಕ,,,,,,,,,
,Hoe,ಎಡೆಕುಂಟೆ,,,,,,,,,
,Hoisting,ಎತ್ತು ಸಲಕರಣೆ,,,,,,,,,
,Holder,ಹಿಡಿದುಕೊಳ್ಳುವ ಸಾಧನ,,,,,,,,,
,"Holder, fuse","ಹಿಡಿದುಕೊಳ್ಳುವ ಸಾಧನ, ಸಿಡಿಮದ್ದು",,,,,,,,,
,Hook link,ಕೊಕ್ಕೆ ಜೋಡಣೆ,,,,,,,,,
,Hopper,ಕೂರಿಗೆ ಕರಣೆ,,,,,,,,,
,Hopper system of cooling,ಮುಕ್ರಪಾತ್ರ ಶೀತಲಕ ವ್ಯವಸ್ಥೆ,,,,,,,,,
,Horizon mirror,ಕ್ಷಿತಿಜ ದರ್ಪಣ,,,,,,,,,
,Horizontal,ಸಮತಲವಾಗಿರುವ ಲಂಬರೇಖೆಗೆ ಸಮಕೋನದಲ್ಲಿರುವ,,,,,,,,,
,Horizontal axis,ಸಮತಲ ಅಕ್ಷರೇಖೆ,,,,,,,,,
,Horizontal centre of land,ಕ್ಷಿತಿಜ ತಲಕ್ಕೆ ಸಮಾಂತರದಲ್ಲಿರುವ ಭೂ ಕೇಂದ್ರ,,,,,,,,,
,Horizontal devis,ಕ್ಷಿತಿಜತಲಕ್ಕೆ ಸಮಾಂತರ ಇರುವ ಕೊಂಡಿ,,,,,,,,,
,Horizontal equivalent,ಸಮತಲ ತತ್ಸಮ,,,,,,,,,
,Horizontal hitch,ಕ್ಷಿತಿಜತಲಕ್ಕೆ ಸಮಾಂತರ ಇರುವ ಕುಣಿತ,,,,,,,,,
,Horizontal projection,ಸಮತಲ ಮುಂಚಾಚಿಕೆ,,,,,,,,,
,Horizontal shaft,ಅಡ್ಡಚಾಲಕ ದಂಡ,,,,,,,,,
,Horizontal spacing,ಸಮತಲವಾಗಿರುವ ಅಂತರ ಸ್ಥಳ,,,,,,,,,
,Horn earthside,ಭೂಮಿಯ ಕಡೆಗೆ ತೊಲೆಯ ರೇಖೆಗೆ ಸಮಕೋನದಲ್ಲಿರುವಂತೆ ಅಳವಡಿಸು,,,,,,,,,
,"Horn gas, cylindrical","ಬಲವಾದ ವರ್ತುಲ ಸ್ಥಂಬಾಕೃತಿಯ ಕಂಡಿ, ಸಂದು",,,,,,,,,
,Horse power,ಅಶ್ವಶಕ್ತಿ,,,,,,,,,
,Horseshoe magnet,ಕುದುರೆಲಾಳಾಕಾರದ ಅಯಾಸ್ಕಾಂತ,,,,,,,,,
,Hortizontal line of pull,ಕ್ಷಿತಿಜಕ್ಕೆ ಸಮಾಂತರದಲ್ಲಿರುವ ಎಳೆತ ರೇಖೆ,,,,,,,,,
,Humid atmosphere,ತೇವಾಂಶ ಹೆಚ್ಚಾಗಿರುವ ವಾತಾವರಣ,,,,,,,,,
,Humid region,ಆರ್ದ್ರವಲಯ,,,,,,,,,
,Humidity,ತೇವಾಂಶ,,,,,,,,,
,"Humidity, relative",ಸಾಪೇಕ್ಷ ತೇವಾಂಶ,,,,,,,,,
,Hump,"ಡುಬ್ಬ, ಉಬ್ಬು",,,,,,,,,
,Hydorsphere,ಜಲಾವರಣ,,,,,,,,,
,Hydration,ಜಲಸಂಯೋಗ,,,,,,,,,
,Hydraulic,"ಜಲಚಲನ, ಜಲಭಾರಶಾಸ್ತ್ರ, ನೀರಿನ ಸಾಮರ್ಥ್ಯದಿಂದ ನಡೆಸುವ",,,,,,,,,
,Hydraulic conductivity,ಜಲವಾಹಕತ್ವ,,,,,,,,,
,Hydraulic controls,ಜಲಸಂಬಂಧ ನಿಯಂತ್ರಣಗಳು,,,,,,,,,
,Hydraulic problem,ಜಲಭಾರಶಾಸ್ತ್ರ ಸಮಸ್ಯೆ,,,,,,,,,
