ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Investigation,"ತನಿಖೆ, ಪರಿಶೋಧನೆ",,,,,,,,,YES
,Investment,"ಬಂಡವಾಳ ಹೂಡಿಕೆ, ಬಂಡವಾಳ",,,,,,,,,YES
,Invitation,"ಆಮಂತ್ರಣ, ಆಹ್ವಾನ",,,,,,,,,YES
,Involuntary,ಅನೈಚ್ಛಿಕ,,,,,,,,,YES
,Involved,"ಒಳಗೊಂಡಿರುವ, ಅಡಕವಾಗಿರುವ",,,,,,,,,YES
,Ipso facto,"ಅದೇ ಸಂಗತಿಯಿಂದ, ಅದೇ ಸಂಬಂಧದಿಂದ, ಅದೇ ವಿಷಯದಿಂದ",,,,,,,,,YES
,Ipso jure,ಕಾನೂನು ಪ್ರವರ್ತನೆಯಿಂದ,,,,,,,,,YES
,Irrational,"ಅಸಂಬದ್ಧ, ತರ್ಕಹೀನ, ಅವೈಚಾರಿಕ",,,,,,,,,YES
,Irrecoverable,"ವಸೂಲು ಮಾಡಲಾಗದ, ವಾಸಿಯಾಗದ",,,,,,,,,YES
,Irregular,"ಅಕ್ರಮ, ಅನಿಯಮಿತ, ಅನಿಯತ",,,,,,,,,YES
,Irrelevant,"ಅಪ್ರಾಸಂಗಿಕ, ಅಪ್ರಸ್ತುತ",,,,,,,,,YES
,Irresponsible,ಬೇಜವಾಬ್ದಾರಿ,,,,,,,,,YES
,Irrevocable,"ವಿಪರ್ಯಯಗೊಳಿಸಲಾಗದ, ಹಿಂದಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳಲಾಗದ",,,,,,,,,YES
,Issue,"ವಿಷಯ, ವಿವಾದಾಂಶ, ಸಂತಾನ/ಸಂಚಿಕೆ, ನೀಡಿಕೆ, ಹೊರಡಿಸು",,,,,,,,,YES
,Issue order,ಅದೇಶ ಹೊರಡಿಸು,,,,,,,,,YES
,Issue price,"ಬೆಲೆ ಹೊರಡಿಸು, ಕೊಡುವ ಬೆಲೆ",,,,,,,,,YES
,Item,"ವಿಷಯ, ಅಂಶ, ವಸ್ತು",,,,,,,,,YES
,Job,"ಕೆಲಸ, ಕಾರ್ಯ",,,,,,,,,YES
,Job description,ಕೆಲಸದ ವಿವರಣೆ,,,,,,,,,YES
,Job evaluation,ಕಾರ್ಯ ಮೌಲ್ಯಮಾಪನ,,,,,,,,,YES
,Job freeze,ಕೆಲಸ ಸ್ಥಗಿತಗೊಳಿಸು,,,,,,,,,YES
,Job hunting,ಕೆಲಸದ ಹುಡುಕಾಟ,,,,,,,,,YES
,Jobless,ನಿರುದ್ಯೋಗಿ,,,,,,,,,YES
,Job-oriented,ಕಾರ್ಯೋನ್ಮುಖ,,,,,,,,,YES
,Job rotation,"ಕಾರ್ಯ ಪರ್ಯಾಯ, ಕಾರ್ಯ ಸರದಿ",,,,,,,,,YES
,Job satisfaction,ಕೆಲಸದ ಸಂತೃಪ್ತಿ,,,,,,,,,YES
,Job security,"ಕೆಲಸದ ಸುರಕ್ಷತೆ, ಕೆಲಸದ ಭದ್ರತೆ",,,,,,,,,YES
,Job specification,"ಕೆಲಸದ ವಿಶಿಷ್ಟ ವಿವರಣೆ, ಕೆಲಸದ ತಪಶೀಲು",,,,,,,,,YES
,Job study,ಕೆಲಸದ ಅಧ್ಯಯನ,,,,,,,,,YES
,Job work,ಬಿಡಿಗೆಲಸ,,,,,,,,,YES
,Join,ಕೆಲಸಕ್ಕೆ ಸೇರು,,,,,,,,,YES
,Joining date,"ಕೆಲಸಕ್ಕೆ ಸೇರುವ ದಿನಾಂಕ, ಸೇರಿಕೆ ದಿನಾಂಕ",,,,,,,,,YES
,Joining pay,ಸೇರಿಕೆ ವೇತನ,,,,,,,,,YES
,Joining period,ಸೇರಿಕೆ ಅವಧಿ,,,,,,,,,YES
,Joining report,ಸೇರಿಕೆ ವರದಿ,,,,,,,,,YES
,Joining time,ಸೇರಿಕೆ ಕಾಲ,,,,,,,,,YES
,Joint,"ಜಂಟಿ, ಸಹ, ಸಂಯುಕ್ತ",,,,,,,,,YES
,Joint account,ಸಂಯುಕ್ತ ಖಾತೆ,,,,,,,,,YES
,Joint cadre,ಸಂಯುಕ್ತ ಪದ ವೃಂದ,,,,,,,,,YES
,Joint committee,ಸಂಯುಕ್ತ ಸಮಿತಿ,,,,,,,,,YES
,Joint consultative committee,ಸಂಯುಕ್ತ ಸಮಾಲೋಚನಾ ಸಮಿತಿ,,,,,,,,,YES
,Joint family,"ಅವಿಭಕ್ತ ಕುಟುಂಬ, ಒಟ್ಟುಕುಟುಂಬ",,,,,,,,,YES
,Jointly,"ಸಂಯುಕ್ತವಾಗಿ, ಜೊತೆಯಾಗಿ",,,,,,,,,YES
,Jointly and severally,ಸಂಯುಕ್ತವಾಗಿ ಮತ್ತು ಪ್ರತ್ಯೇಕವಾಗಿ,,,,,,,,,YES
,Joint ownership,"ಸಂಯುಕ್ತ ಒಡೆತನ, ಸಂಯುಕ್ತಸ್ವಾಮಿತ್ವ",,,,,,,,,YES
,Joint responsibility,ಸಂಯುಕ್ತ ಜವಾಬ್ದಾರಿ,,,,,,,,,YES
,Joint venture,ಸಂಯುಕ್ತ ಉದ್ಯಮ,,,,,,,,,YES
,Journal,"ಪತ್ರಿಕೆ, ದಿನ ಪುಸ್ತಕ, ರೋಜ ಪುಸ್ತಕ",,,,,,,,,YES
,Journalist,ಪತ್ರಕರ್ತ,,,,,,,,,YES
,Judgement,"ತೀರ್ಪು, ನಿರ್ಣಯ",,,,,,,,,YES
,Judicial,ನ್ಯಾಯಿಕ,,,,,,,,,YES
,Judicial custody,"ನ್ಯಾಯಿಕ ವಶ, ನ್ಯಾಯಿಕ ಕಸ್ಟಡಿ, ನ್ಯಾಯಾಂಗ ಕಸ್ಟಡಿ",,,,,,,,,YES
,Judicial enquiry,"ನ್ಯಾಯಿಕ ವಿಚಾರಣೆ, ನ್ಯಾಯಾಂಗ ವಿಚಾರಣೆ",,,,,,,,,YES
,Judicial notice,ನ್ಯಾಯಾಂಗ ಸೂಚನೆ,,,,,,,,,YES
,Judicial power,ನ್ಯಾಯಾಂಗ ಅಧಿಕಾರ,,,,,,,,,YES
,Judicial service,ನ್ಯಾಯಾಂಗ ಸೇವೆ,,,,,,,,,YES
,Judiciary,ನ್ಯಾಯಾಂಗ,,,,,,,,,YES
,Judicious,ನ್ಯಾಯಸಮ್ಮತ,,,,,,,,,YES
,Junior administrative grade,ಕಿರಿಯ ಆಡಳಿತ ಶ್ರೇಣಿ,,,,,,,,,YES
,Junior clerk,ಕಿರಿಯ ಲಿಪಿಕ,,,,,,,,,YES
,Junior in rank,ದರ್ಜೆಯಲ್ಲಿ ಕಿರಿಯ,,,,,,,,,YES
,Juniority,ಕಿರಿತನ,,,,,,,,,YES
,Junior most,ಅತ್ಯಂತ ಕಿರಿಯ,,,,,,,,,YES
,Junior scale,"ಕಿರಿಯ ಶ್ರೇಣಿ, ಕಿರಿಯ ವೇತನಶ್ರೇಣಿ",,,,,,,,,YES
,Jurisdiction,"ಅಧಿಕಾರ ಕ್ಷೇತ್ರ, ಅಧಿಕಾರ",,,,,,,,,YES
,Just,"ನ್ಯಾಯಪೂರ್ಣ, ಇದೀಗ, ನಿಪ್ಪಕ್ಷವಾದ",,,,,,,,,YES
,Justice,"ನ್ಯಾಯ, ನ್ಯಾಯ ಮೂರ್ತಿ",,,,,,,,,YES
,Justiciable,"ನ್ಯಾಯ ವಿಚಾರಣಾ ಯೋಗ್ಯ, ನ್ಯಾಯ ವಿಚಾರಣೀಯ",,,,,,,,,YES
,Justify,ಸಮರ್ಥಿಸು,,,,,,,,,YES
,Key,"ಮೂಲ, ಆಧಾರ ಮುಖ್ಯ, ಬೀಗದ ಕೈ",,,,,,,,,YES
,Keynote address,ಆಶಯಭಾಷಣ,,,,,,,,,YES
,Kick back,ಲಂಚ,,,,,,,,,YES
,Kin,ಬಂಧುವರ್ಗ,,,,,,,,,YES
,Kith and kin,ನಿಕಟಬಂಧುವರ್ಗ,,,,,,,,,YES
,Know-how,"ತಾಂತ್ರಿಕ ತಿಳಿವು, ತಿಳಿವು",,,,,,,,,YES
,Knowledgeable,ತಿಳುವಳಿಕೆಯುಳ್ಳ,,,,,,,,,YES
,Labour,"ಶ್ರಮ, ಶ್ರಮಿಕ, ಹೆರಿಗೆ",,,,,,,,,YES
,Labour charges,ಮಜೂರಿ,,,,,,,,,YES
,Labour contract,"ಕಾರ್ಮಿಕ ಗುತ್ತಿಗೆ, ಕಾರ್ಮಿಕ ಕರಾರು",,,,,,,,,YES
,Labour court,ಕಾರ್ಮಿಕ ನ್ಯಾಯಾಲಯ,,,,,,,,,YES
,Labour dispute,ಕಾರ್ಮಿಕ ವಿವಾದ,,,,,,,,,YES
,Labour force,"ಕಾರ್ಮಿಕ ಬಲ, ಕಾರ್ಮಿಕ ಪಡೆ",,,,,,,,,YES
,Labour laws,"ಕಾರ್ಮಿಕ ಕಾನೂನು, ಕಾರ್ಮಿಕ ಶಾಸನ",,,,,,,,,YES
,Labour room,ಹೆರಿಗೆ ಕೋಣೆ,,,,,,,,,YES
,Labour union,ಕಾರ್ಮಿಕ ಸಂಘ,,,,,,,,,YES
,Labour welfare,ಕಾರ್ಮಿಕ ಕಲ್ಯಾಣ,,,,,,,,,YES
,Land aquisition,ಭೂಸ್ವಾಧೀನ,,,,,,,,,YES
,Land mark,"ಹೆಗ್ಗುರುತು, ಮೈಲಿಗಲ್ಲು",,,,,,,,,YES
,Land records,"ಭೂದಾಖಲೆ, ಜಮೀನು ದಾಖಲೆ",,,,,,,,,YES
,Land reforms,ಭೂ ಸುಧಾರಣೆ,,,,,,,,,YES
,Land revenue,ಭೂ ಕಂದಾಯ,,,,,,,,,YES
,Land settlement,ಭೂ ಇತ್ಯರ್ಥ,,,,,,,,,YES
,Land tenure,"ಭೂಮಿಗೇಣಿ, ಭೂ ಧಾರಣ ಪದ್ಧತಿ",,,,,,,,,YES
,Land use certificate,ಭೂ ಬಳಕೆ ಪ್ರಮಾಣ ಪತ್ರ,,,,,,,,,YES
,Lapse,"ಲೋಪ, ಕೈತಪ್ಪಿ ಹೋಗು",,,,,,,,,YES
,Large scale,ಬೃಹತ್ ಪ್ರಮಾಣದ,,,,,,,,,YES
,Last date,ಅಂತಿಮ ದಿನಾಂಕ,,,,,,,,,YES
,Lasting,"ಬಹುಕಾಲ ಬಾಳಿಕೆಗೆ ಬರುವ, ಶಾಶ್ವತ",,,,,,,,,YES
,Lastly,"ಕೊನೆಯದಾಗಿ, ಅಂತಿಮವಾಗಿ",,,,,,,,,YES
,Last payment,"ಕೊನೆಯ ಪಾವತಿ, ಅಂತಿಮ ಪಾವತಿ",,,,,,,,,YES
,Late,ವಿಳಂಬ,,,,,,,,,YES
,Late attendance statement,ತಡವಾದ ಹಾಜರಿ ವಿವರ ಪತ್ರ,,,,,,,,,YES
,Late duty,"ತಡವಾದ ಶುಲ್ಕ, ತಡವಾದ ಕರ್ತವ್ಯ",,,,,,,,,YES
,Late payment,ವಿಳಂಬ ಪಾವತಿ,,,,,,,,,YES
,Latest,ಇತ್ತೀಚಿನ,,,,,,,,,YES
,Laudable,"ಮೆಚ್ಚತಕ್ಕ, ಪ್ರಶಂಸನೀಯ",,,,,,,,,YES
,Launch,"ಪ್ರಾರಂಭಿಸು, ಉಡಾಯಿಸು",,,,,,,,,YES
,Law,ಕಾನೂನು,,,,,,,,,YES
,Law and order,ಕಾನೂನು ಮತ್ತು ಸುವ್ಯವಸ್ಥೆ,,,,,,,,,YES
,Law breaker,ಕಾನೂನು ಭಂಗ ಮಾಡುವವನು,,,,,,,,,YES
,Law court (=court of law),ಕಾನೂನು ನ್ಯಾಯಾಲಯ,,,,,,,,,YES
,Lawsuit,"ದಾವೆ, ಮೊಕದ್ದಮೆ",,,,,,,,,YES
,Lawyer,"ವಕೀಲ, ಲಾಯರು, ನ್ಯಾಯವಾದಿ",,,,,,,,,YES
,Layoff,"ವಜಾ ಮಾಡುವದು, ತಾಕ್ಕಾಲಿಕ ವಿಸರ್ಜನೆ, ವಜಾ ಅವಧಿ",,,,,,,,,YES
,Layout,"ರೂಪುರೇಖೆ, ನಕ್ಷೆ, ವಿನ್ಯಾಸ, ಹೊಸಬಡಾವಣೆ",,,,,,,,,YES
,Leader,"ನಾಯಕ, ಸಭಾನಾಯಕ",,,,,,,,,YES
,Leadership quality,ನಾಯಕತ್ವದ ಯೋಗ್ಯತೆ,,,,,,,,,YES
,Leaflet,"ಹಸ್ತ ಪತ್ರಿಕೆ, ಸಣ್ಣ ಹಾಳೆ",,,,,,,,,YES
,Leak,"ಸೋರು, ಹೊರಬೀಳು, ಒಳತೂರು",,,,,,,,,YES
,Leap year,ಅಧಿಕ ವರ್ಷ,,,,,,,,,YES
,Learning,"ಕಲಿ, ತಿಳಿದುಕೊ",,,,,,,,,YES
,Lease,"ಗುತ್ತಿಗೆ, ಗೇಣಿ",,,,,,,,,YES
,Leased accommodation,ಗುತ್ತಿಗೆಗೆ ನೀಡಲಾದ ವಸತಿ,,,,,,,,,YES
,Leasehold,ಗುತ್ತಿಗೆ ಹಿಡುವಳಿ,,,,,,,,,YES
,Leaseholder,ಗುತ್ತಿಗೆಗೆ ನೀಡಿರುವಾತ,,,,,,,,,YES
,Leasing,"ಗುತ್ತಿಗೆಗೆ ನೀಡುವ, ನೀಡಿರುವ",,,,,,,,,YES
,Leave,"ರಜೆ, ಅನುಮತಿ, ಬಿಡು",,,,,,,,,YES
,Leave encashment,ರಜಾ ನಗದೀಕರಣ,,,,,,,,,YES
,Leave salary,ರಜಾ ಸಂಬಳ,,,,,,,,,YES
,Leave vacancy,ರಜಾಕಾಲದ ಖಾಲಿ ಹುದ್ದೆ,,,,,,,,,YES
,Leave without pay,ವೇತನ ರಹಿತ ರಜೆ,,,,,,,,,YES
,Leave with pay,ವೇತನ ಸಹಿತ ರಜೆ,,,,,,,,,YES
,Lecture hall,ಉಪನ್ಯಾಸ ಸಭಾಂಗಣ,,,,,,,,,YES
,Ledger,"ಖಾತೆ, ಕಿರ್ದಿಪುಸ್ತಕ",,,,,,,,,YES
,Ledger balance,ಖಾತಾ ಶುಲ್ಕ,,,,,,,,,YES
,Legacy,"ಪೂರ್ವಾರ್ಜಿತ ಆಸ್ತಿ, ಪಿತ್ರಾರ್ಜಿತ ಆಸ್ತಿ",,,,,,,,,YES
,Legal,ಕಾನೂನಿನ,,,,,,,,,YES
,Legality,ಕಾನೂನು ಸಮ್ಮತಿ,,,,,,,,,YES
,Legalization,ಶಾಸನ ರಚನೆ,,,,,,,,,YES
,Legally,ಕಾನೂನು ಸಮ್ಮತವಾಗಿ,,,,,,,,,YES
,Legal practice,ವಕೀಲಿ ವೃತ್ತಿ,,,,,,,,,YES
,Legatee,ಮರಣ ಶಾಸನದ ಮೂಲಕ ಸ್ವತ್ತನ್ನು ಪಡೆದವ,,,,,,,,,YES
,Legible,"ಸ್ಫುಟ, ಸ್ಪಷ್ಟವಾದ",,,,,,,,,YES
,Legislative,"ವಿಧಾಯೀ, ಕಾನೂನಿನನ್ವಯ",,,,,,,,,YES
,Legislative business,"ವಿಧಾನ ಸಭೆಯ ವ್ಯವಹಾರ, ಶಾಸನಸಭೆಯ ವ್ಯವಹಾರ",,,,,,,,,YES
,Legislature,ವಿಧಾನಮಂಡಲ,,,,,,,,,YES
,Legitimacy,"ಔರಸತ್ವ, ಕಾನೂನುಸಮ್ಮತಿ",,,,,,,,,YES
,Legitimate,"ಕಾನೂನು ಸಮ್ಮತ, ವಿಧಾಯೀ, ಔರಸ",,,,,,,,,YES
,Leisure,"ವಿರಾಮ, ಬಿಡುವು, ಪುರುಸತ್ತು",,,,,,,,,YES
,Lenicncy,ಉದಾರ,,,,,,,,,YES
,Lessee,"ಗೇಣಿದಾರ, ಗುತ್ತಿಗೆದಾರ, ಬಾಡಿಗೆದಾರ",,,,,,,,,YES
,Letter,"ಪತ್ರ, ಅಕ್ಷರ",,,,,,,,,YES
,Letter pad,ಲೆಟರ್ ಪ್ಯಾಡ್,,,,,,,,,YES
,Levy,"ವಿಧಿಸು, ವಸೂಲು ಮಾಡು",,,,,,,,,YES
,Liability,"ಹೊಣೆಗಾರಿಕೆ, ಹೊಣೆ",,,,,,,,,YES
,Liable,"ಬಾಧ್ಯ, ಹೊಣೆಯಾದ, ಗುರಿಯಾದ",,,,,,,,,YES
,Liaison,ಸಂಪರ್ಕ,,,,,,,,,YES
,Library,"ಗ್ರಂಥಾಲಯ, ಪುಸ್ತಕ ಭಂಡಾರ",,,,,,,,,YES
,Licence,"ಅನುಮತಿ, ಅನುಜ್ಞಾಪತ್ರ",,,,,,,,,YES
,Licence holder,ಪರವಾನಗಿ ಹೊಂದಿದವನು,,,,,,,,,YES
,Licensed,ಪರವಾನಗಿ ಪಡೆದ,,,,,,,,,YES
,Licensee,ಲೈಸೆನ್ಸುದಾರ,,,,,,,,,YES
,Lien,ಧಾರಣಾಧಿಕಾರ,,,,,,,,,YES
,Life certificate,ಜೀವಿತಪ್ರಮಾಣಪತ್ರ,,,,,,,,,YES
,Limit,"ಪರಿಮಿತಿ, ಮಿತಿ",,,,,,,,,YES
,Limitation,"ಎಲ್ಲೆ, ಕಾಲಪರಿಮಿತಿ, ನಿರ್ಬಂಧ",,,,,,,,,YES
,Limited,"ನಿಯಮಿತ, ಪರಿಮಿತ, ಸೀಮಿತ",,,,,,,,,YES
,Limited concern,"ನಿಯಮಿತ ಕಂಪನಿ, ಸಂಸ್ಥೆ",,,,,,,,,YES
,Limited liability,"ಪರಿಮಿತವಾದ, ಕಡಿಮೆ, ಸೀಮಿತ, ಹೊಣೆ",,,,,,,,,YES
,Limited tender,"ಪರಿಮಿತ, ಸೀಮಿತಟೆಂಡರು",,,,,,,,,YES
,Link,"ಸಂಬಂಧ, ಸಂಪರ್ಕ, ಕೊಂಡಿ, ಕುಣಿಕೆ",,,,,,,,,YES
,Linked,"ಸಂಪರ್ಕಿತ, ಜೊತೆಗೂಡಿದ",,,,,,,,,YES
,Linked file,"ಜೊತೆಗೂಡಿದ ಕಡತ, ಸಂಬಂಧಪಟ್ಟಕಡತ",,,,,,,,,YES
,Link language,ಸಂಪರ್ಕಭಾಷೆ,,,,,,,,,YES
,Liquidated damages,ನಿಗದಿತ ಹಾನಿ ಪರಿಹಾರ,,,,,,,,,YES
,Liquidation,"ಪರಿಸಮಾಪ್ತಿ, ಸಮಾಪನ, ಋಣವಿಮೋಚನ",,,,,,,,,YES
,Liquidator,ಋಣ ವಿಮೋಚಕ,,,,,,,,,YES
,List,"ಯಾದಿ, ಪಟ್ಟಿ, ಪಟ್ಟಿಮಾಡು",,,,,,,,,YES
,List of business,ಕಾರ್ಯಸೂಚಿ,,,,,,,,,YES
,Literate,"ಸಾಕ್ಷರನಾದವನು, ಅಕ್ಷರಸ್ಥ",,,,,,,,,YES
,Litigant,"ವಿವಾದದಲ್ಲಿ ತೊಡಗಿಕೊಂಡವನು, ವಿವಾದಿ, ಕಕ್ಷಿಗಾರ",,,,,,,,,YES
,Litigation,"ವ್ಯಾಜ್ಯ, ಮೊಕದ್ದಮೆ",,,,,,,,,YES
,Livery allowance,"ಪೋಷಾಕು, ಉಡುಪಿನ ಭತ್ಯೆ",,,,,,,,,YES
,Livestock,"ಜಾನುವಾರು, ಪಶುಸಂಪತ್ತು",,,,,,,,,YES
,Living standard,ಜೀವನ ಮಟ್ಟ,,,,,,,,,YES
,Living wage,ಜೀವನ ಮಜೂರಿ,,,,,,,,,YES
,Loading,"ಹೇರುವುದು, ಬಂದೂಕಿಗೆ ಗುಂಡು ತುಂಬುವುದು",,,,,,,,,YES
,Loan,"ಸಾಲ, ಕಡ, ಎರವಲು",,,,,,,,,YES
,Loaner,ಸಾಲ ಕೊಡುವವನು,,,,,,,,,YES
,Loaning department,ಸಾಲ ನೀಡುವ ವಿಭಾಗ,,,,,,,,,YES
,Lobby,"ಒಲಿಸು, ಪ್ರಭಾವ ಬೀರು, ಮೊಗಸಾಲೆ",,,,,,,,,YES
,Lobbying,"ಲಾಬಿಮಾಡುವುದು, ತನ್ನ ಪರವಾಗಿ ಗುಂಪು ಜೊತೆಗೂಡಿಸುವುದು",,,,,,,,,YES
,Lock in period,ಬೀಗ ಬಂಧದ ಅವಧಿ,,,,,,,,,YES
,Lock out,ಬೀಗ ಮುದ್ರೆ,,,,,,,,,YES
,Locus standi,ಸ್ಥಾನಾಧಿಕಾರ,,,,,,,,,YES
,Lodging,ವಸತಿ,,,,,,,,,YES
,Log book,"ಪ್ರಯಾಣದ, ವಾಹನದ ದಿನಚರಿ",,,,,,,,,YES
,Logic,"ತರ್ಕಶಾಸ್ತ್ರ, ನ್ಯಾಯಶಾಸ್ತ್ರ",,,,,,,,,YES
,Logo,"ಪ್ರತೀಕ ಚಿಹ್ನೆ, ಲೋಗೊ",,,,,,,,,YES
,Long distance call,ದೂರ ಸಂಪರ್ಕ ಕರೆ,,,,,,,,,YES
,Long hand,"ಕೈಬರಹ, ಹಸ್ತ ಲೇಖನ",,,,,,,,,YES
,Lot,"ತುಂಬ, ಬಹಳ, ಚೀಟಿ ಎತ್ತುವುದು, ರಾಶಿ",,,,,,,,,YES
,Lower,"ಕೆಳ ಮಟ್ಟದ, ಕೆಳಗಿನ",,,,,,,,,YES
,Lowest rate,ಕನಿಷ್ಠ ಬೆಲೆ,,,,,,,,,YES
,Low grade,ಕೆಳ ದರ್ಜೆ,,,,,,,,,YES
,Loyal,"ಪ್ರಾಮಾಣಿಕ, ನಿಷ್ಠೆಯಿಂದ ಕೂಡಿದ",,,,,,,,,YES
,Lump sum,"ಒಟ್ಟು ಮೊತ್ತ, ಇಡಿಗಂಟು",,,,,,,,,YES
,Lumpsum grant,ಒಟ್ಟುಮೊತ್ತದ ಅನುದಾನ,,,,,,,,,YES
,Machinery,"ಯಂತ್ರಸಲಕರಣೆ, ಯಂತ್ರ ಭಾಗಗಳು, ಆಡಳಿತ ವ್ಯವಸ್ಥೆ",,,,,,,,,YES
,Machinery of government,ಸರ್ಕಾರಿ ಆಡಳಿತ ವ್ಯವಸ್ಥೆ,,,,,,,,,YES
,Magazine,"ಪತ್ರಿಕೆ, ನಿಯತಕಾಲಿಕೆ",,,,,,,,,YES
,Mailing list,"ಅಂಚೆ ಪಟ್ಟಿ, ಟಪ್ಪಾಲು ಪಟ್ಟಿ",,,,,,,,,YES
,Maintain,"ಪೋಷಿಸು, ನಿರ್ವಹಿಸು, ಬೆಂಬಲಕೊಡು",,,,,,,,,YES
,Maintenance,"ನಿರ್ವಹಣೆ, ಪೋಷಣೆ, ಜೀವನಾಂಶ",,,,,,,,,YES
,Major,"ಪ್ರಧಾನ, ಪ್ರಮುಖ, ಮುಖ್ಯ, ವಯಸ್ಕ, ಸೈನ್ಯಾಧಿಕಾರಿ",,,,,,,,,YES
,Majority,"ಬಹುಮತ, ಬಹು ಸಂಖ್ಯೆಯ, ಪ್ರಾಪ್ತವಯಸ್ಕ",,,,,,,,,YES
,Major works,"ಭಾರಿಕಾಮಗಾರಿಗಳು, ಮುಖ್ಯಕಾಮಗಾರಿಗಳು",,,,,,,,,YES
,Make up,"ಭರ್ತಿ ಮಾಡು, ನಷ್ಟ ಸರಿಪಡಿಸಿಕೊಡು, ಅಲಂಕರಿಸಿಕೊ",,,,,,,,,YES
,Maladjustment,ತಪ್ಪು ಹೊಂದಾಣಿಕೆ,,,,,,,,,YES
,Maladministration,ದುರಾಡಳಿತ,,,,,,,,,YES
,Malafide,ದುರುದ್ದೇಶದ,,,,,,,,,YES
,Malice,"ದುರ್ಭಾವನೆ, ವೈರ, ಮತ್ಸರ",,,,,,,,,YES
,Malpractice,"ದುರಾಚರಣೆ, ಅಕಾರ್ಯ, ತಪ್ಪುಕೆಲಸ, ದುರ್ವ್ಯವಹಾರ",,,,,,,,,YES
,Maltreatment,"ಹಿಂಸೆ, ಪೀಡೆ",,,,,,,,,YES
,Management,"ವ್ಯವಸ್ಥೆ, ನಿರ್ವಹಣೆ, ಆಡಳಿತ ವ್ಯವಸ್ಥೆ",,,,,,,,,YES
,Manager,"ವ್ಯವಸ್ಥಾಪಕ, ನಿರ್ವಾಹಕ",,,,,,,,,YES
,Mandate,"ಕಟ್ಟಾಜ್ಞೆ, ಅಧ್ಯಾದೇಶ",,,,,,,,,YES
,Mandatory,"ಆದೇಶಕ, ಆಜ್ಞಾಪಕ, ಅನಿವಾರ್ಯ, ಕಡ್ಡಾಯದ, ನಿರ್ಧಾರಿತ",,,,,,,,,YES
,Mandays,ದುಡಿಮೆಯ ದಿನಗಳು,,,,,,,,,YES
,Manhours,"ಮಾನವ ಗಂಟೆಗಳು, ದುಡಿಮೆಯ ಗಂಟೆಗಳು",,,,,,,,,YES
,Manifesto,ಘೋಷಣಾ ಪತ್ರ,,,,,,,,,YES
,Manipulation,"ಕೈವಾಡ, ಕೈಚಳಕ",,,,,,,,,YES
,Manoeuvre,ಯುಕ್ತಿಯಿಂದ ನಿರ್ವಹಿಸುವುದು,,,,,,,,,YES
,Manpower,"ಮಾನವಶಕ್ತಿ, ಜನಶಕ್ತಿ, ಮಾನವ ಸಂಪನ್ಮೂಲ",,,,,,,,,YES
,Man-to-man ranking,ವ್ಯಕ್ತಿಗತ ಶ್ರೇಣೀಕರಣ,,,,,,,,,YES
,Manual,"ಶಾರೀರಿಕ, ದೈಹಿಕ ಶ್ರಮದ, ಕೈಪಿಡಿ",,,,,,,,,YES
,Manual labour,"ದೈಹಿಕ ದುಡಿಮೆ, ಶಾರೀರಿಕ ಶ್ರಮ",,,,,,,,,YES
,Manufacture,"ತಯಾರಿಕೆ, ನಿರ್ಮಾಣ, ತಯಾರಿಸು",,,,,,,,,YES
,Manufacturer,"ತಯಾರಿಸುವವನು, ನಿರ್ಮಾತೃ",,,,,,,,,YES
,Manuscript,"ಹಸ್ತಪ್ರತಿ, ಕೈಬರಹದ ಪ್ರತಿ",,,,,,,,,YES
,Map,ನಕ್ಷೆ,,,,,,,,,YES
,Margin,"ಪಾರ್ಶ್ವ, ಬದಿ, ಅಂಚು",,,,,,,,,YES
,Marginal,"ಅಂಚಿನ, ಪಾರ್ಶ್ವದ",,,,,,,,,YES
,Marital status,ವೈವಾಹಿಕ ಸ್ಥಿತಿ,,,,,,,,,YES
,Marketing,ವ್ಯಾಪಾರವಹಿವಾಟು,,,,,,,,,YES
,Marketing economy,ವ್ಯಾಪಾರವಹಿವಾಟು ಆರ್ಥಿಕತೆ,,,,,,,,,YES
,Mark,"ಚಿಹ್ನೆ, ಗುರುತು",,,,,,,,,YES
,Marksheet,ಅಂಕ ಪಟ್ಟಿ,,,,,,,,,YES
,Marks obtained,ಪಡೆದಿರುವ ಅಂಕಗಳು,,,,,,,,,YES
,Mass,"ಸಮೂಹ, ರಾಶಿ, ಜನಸಮೂಹ",,,,,,,,,YES
,Mass communication,ಸಮೂಹ ಸಂವಹನ,,,,,,,,,YES
,Mass consumption,ಸಾಮೂಹಿಕಬಳಕೆ,,,,,,,,,YES
