ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Inversely proportional,ವಿಲೋಮ ಅನುಪಾತೀಯ,,,,,,,,,
,Inversely proportional,ವಿಲೋಮ ಅನುಪಾತ,,,,,,,,,
,Inversion,ವಿಲೋಮನ,,,,,,,,,
,Inversion of configuration,ವಿನ್ಯಾಸದ ವಿಲೋಮ,,,,,,,,,
,Invertebrate,"ಅಕಶೇರುಕ, ಬೆನ್ನೆಲುಬಿಲ್ಲದ",,,,,,,,,
,Inverted,ತಲೆಕೆಳಗಾದ,,,,,,,,,
,Invisible,ಅಗೋಚರ,,,,,,,,,
,Invoice,ಸರಕುಪಟ್ಟಿ,,,,,,,,,
,Involuntary,ಅನೈಚ್ಛಿಕ,,,,,,,,,
,Involuntary muscle,ಅನೈಚ್ಛಿಕ ಸ್ನಾಯು,,,,,,,,,
,Involute,"ಅನುವಕ್ರ, ಒಳಸುರುಳು",,,,,,,,,
,Inward pull,ಒಳಮುಖ ಸೆಳೆತ,,,,,,,,,
,Ion,ಅಯಾನು,,,,,,,,,
,Ion exchange,ಅಯಾನು ವಿನಿಮಯ,,,,,,,,,
,Ionic,ಅಯಾನಿಕ,,,,,,,,,
,Ionic band,ಅಯಾನಿಕ ಬಂಧ,,,,,,,,,
,Ionic product,ಉತ್ಪನ್ನ,,,,,,,,,
,Ionic radius,ಅಯಾನಿಕ ತ್ರಿಜ್ಯ,,,,,,,,,
,Ionisation,ಅಯಾನೀಕರಣ,,,,,,,,,
,Ionisation energy,"ಅಯಾನೀಕೃತ ಶಕ್ತಿ,",,,,,,,,,
,Ionisation enthalpy,ಅಯಾನೀಕರಣ ಶಕ್ತಿ,,,,,,,,,
,Ionosphere,ಅಯಾನುಗೋಳ,,,,,,,,,
,Iris,"ಪಾಪೆ ಪೊರೆ, ಕನೀನಿಕಾಪಟ",,,,,,,,,
,Iron (Fe),ಕಬ್ಬಿಣ,,,,,,,,,
,Iron rust,ಕಬ್ಬಿಣ ತುಕ್ಕು,,,,,,,,,
,Iron stand,ಆಧಾರಸ್ತಂಭ,,,,,,,,,
,Irrational number,ಅಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆ,,,,,,,,,
,Irregular,ಅನಿಯತ,,,,,,,,,
,Irregular,ಅನಿಯಮಿತ,,,,,,,,,
,Irregular reflection,ಅನಿಯತ ಪ್ರತಿಫಲನ,,,,,,,,,
,Irregular reflection,ಅನಿಯತ/ಚದರಿದ ಪ್ರತಿಫಲನ,,,,,,,,,
,Irreversible,"ಹಿಮ್ಮೊಗ, ಅಸಾಧ್ಯ, ಅಪ್ರತಿಲೋಮ, ಅವಿಪರ್ಯನೀಯ, ಅವಿಪರ್ಯಯ",,,,,,,,,
,Irreversible,"ವಿಪರ್ಯಾಯ, ಹಿಮ್ಮೊಗ ಅಸಾಧ್ಯ",,,,,,,,,
,Irrigation,ನೀರಾವರಿ,,,,,,,,,
,Is equal to,ಸಮವಾಗಿದೆ,,,,,,,,,
,Isentropic,"ಸಮಎಂಟ್ರಪಿಕ, ಒಂದೇ ಎಂಟ್ರಪಿಯುಳ್ಳ, ಎಂಟ್ರಪಿ ಬದಲಾಗದ",,,,,,,,,
,Isobar,"ಸಮಭಾರಿ, ಸಮಭಾರರೇಖೆ",,,,,,,,,
,Isobaric,ಸಮವಾಯುಭಾರ ಸಂಯೋಜಕ,,,,,,,,,
,Isodynamic,ಸಮಬಲ,,,,,,,,,
,Isoelectronic species,ಸಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಭೇದ,,,,,,,,,
,Isogamete,ಸಮಯುಗ್ಮಕ,,,,,,,,,
,Isogamy,ಸಮಯುಗ್ಮಜಕ,,,,,,,,,
,Isolate,ಪ್ರತ್ಯೇಕಿಸು,,,,,,,,,
,Isolation,"ಪ್ರತ್ಯೇಕತೆ, ಪ್ರತ್ಯೇಕವಾಗಿರಿಸು",,,,,,,,,
,Isomer,"ಸಮಾಂಗಿ, ಐಸೋಮರ್",,,,,,,,,
,Isomerism,"ಸಮಾನ ಸೂತ್ರತ್ವ, ಸಮಾಂಗತೆ",,,,,,,,,
,Isomorphism,ಸಮಬಿಂಬನ,,,,,,,,,
,Isosahedron,ವಿಂಶತಿಮುಖ ಘನ,,,,,,,,,
,Isosceles triangle,ಸಮದ್ವಿಬಾಹು ತ್ರಿಭುಜ,,,,,,,,,
,Isotherm,ಸಮತಾಪರೇಖೆ,,,,,,,,,
,Isothermal,ಸಮತಾಪೀಯ,,,,,,,,,
,Isotone,ಸಮಕರ್ಷಕ,,,,,,,,,
,Isotonic,"ಸಮಸಾರದ, ಸಮಕರ್ಷಕ",,,,,,,,,
,Isotonic,"ಸಮಬಿಗುಪಿನ, ಸಮಕರ್ಷಕ",,,,,,,,,
,Isotonic solution,ಸಮಸಾರತೆ ದ್ರಾವಣ,,,,,,,,,
,Isotope,"ಸಮಸ್ಥಾನಿ, ಐಸೋಟೋಪ್",,,,,,,,,
,Isotropy,ಸಮವರ್ತಿ,,,,,,,,,
,Istotonic solution,ದ್ರಾವಣ ಸಮಬಿಗುವಿನ,,,,,,,,,
,Italics,ಓರೆ ಅಕ್ಷರ,,,,,,,,,
,Iteration,"ಆವರ್ತನೆ, ಪುನರಾವರ್ತನೆ",,,,,,,,,
,Jam,ತಡೆ,,,,,,,,,
,Jaundice,ಕಾಮಾಲೆ,,,,,,,,,
,Jaw,ದವಡೆ,,,,,,,,,
,Jelly,ಜೆಲ್ಲಿ,,,,,,,,,
,Jelly fish,ಅಂಬಲಿ ಮೀನು,,,,,,,,,
,Join,"ಸೇರಿಸು, ಕೂಡಿಸು",,,,,,,,,
,Joint,ಕೀಲು,,,,,,,,,
,Joystick,ಖುಷಿಗೋಲು (ಆಟಗಳ ಯಂತ್ರಾಂಶದಲ್ಲಿ ಬಳಸುವ ಸಾಧನ),,,,,,,,,
,Junction,"ಸಂಧಿ, ಕೂಡಲು, ಸಂಗಮ, ಜಂಕ್ಷನ್",,,,,,,,,
,Jupiter,ಗುರುಗ್ರಹ,,,,,,,,,
,Justification,ಸಮರ್ಥನೆ,,,,,,,,,
,Justify,ಸಮರ್ಥಿಸು,,,,,,,,,
,Justify,ಸರಿಹೊಂದಿಸು,,,,,,,,,
,Juvenile,"ಕೌಮಾರ್ಯ, ಎಳೆಹರೆಯ",,,,,,,,,
,Keratin,ಕೆರಟನ್,,,,,,,,,
,Kerosene,ಸೀಮೆಎಣ್ಣೆ,,,,,,,,,
,Key board,ಕೀಲಿಮಣೆ,,,,,,,,,
,Keyword,ಮುಖ್ಯಪದ,,,,,,,,,
,Kick start,"ನೂಕುಬಲ, ಒದೆಬಲ",,,,,,,,,
,Kidney,ಮೂತ್ರಪಿಂಡ,,,,,,,,,
,Kidney stone,ಮೂತ್ರಪಿಂಡ ಕಲ್ಲು,,,,,,,,,
,Kinematics,ಶುದ್ಧ ಗತಿವಿಜ್ಞಾನ,,,,,,,,,
,Kinetic,ಚಲನ,,,,,,,,,
,Kinetic energy,ಚಲನ ಶಕ್ತಿ,,,,,,,,,
,Kinetics,"ಕೈನೆಟಿಕ್ಸ್, ಬಲಗತಿವಿಜ್ಞಾನ",,,,,,,,,
,King cobra,ಕೃಷ್ಣಸರ್ಪ,,,,,,,,,
,Kingdom,ಸಾಮ್ರಾಜ್ಯ,,,,,,,,,
,Kiosk,ಸಾರ್ವತ್ರಿಕ ಗಣಕ ಸೌಲಭ್ಯ,,,,,,,,,
,Kite,ಪತಂಗ ಗಾಳಿಪಟ,,,,,,,,,
,Knave,ಗುಲಾಮ,,,,,,,,,
,Knee,ಮಂಡಿ,,,,,,,,,
,Knee cap,ಮಂಡಿ ಚಿಪ್ಪು,,,,,,,,,
,Lable,ಶೀರ್ಷಿಕೆ,,,,,,,,,
,Laboratory,ಪ್ರಯೋಗಾಲಯ,,,,,,,,,
,Labour,"ಪ್ರಸವ, ಶ್ರಮ",,,,,,,,,
,Lac,ಅರಗು,,,,,,,,,
,Lachrymal,ಅಶ್ರು,,,,,,,,,
,Lachrymal duct,ಅಶ್ರು ನಾಳ,,,,,,,,,
,Lachrymal gland,ಅಶ್ರು ಗ್ರಂಥಿ,,,,,,,,,
,Lacquer,"ಹೊಳಪುಕಾರಿ, ಲ್ಯಾಕರ್",,,,,,,,,
,Lacquers,ಶುಷ್ಕ ಸ್ವಚ್ಛಕಾರಿ,,,,,,,,,
,Lacrimal gland,ಗ್ರಂಥಿ ಅಶ್ರು,,,,,,,,,
,Lactation,ಹಾಲೂಡಿಕೆ,,,,,,,,,
,Lactometer,ಕ್ಷೀರಮಾಪಕ,,,,,,,,,
,Lacunar,"ಕುಹರದ, ತೆರಪಿನ ಭಾಗ",,,,,,,,,
,Lag,"ಹಿಂಬೀಳು, ವಿಳಂಬ",,,,,,,,,
,Lamp black latex,ದೀಪದ ಮಸಿ,,,,,,,,,
,LAN (Local Area Network),ಸ್ಥಳೀಯಕ್ಷೇತ್ರ ಗಣಕಜಾಲ,,,,,,,,,
,Land slope,ಭೂಮಿಯ ಇಳಿಜಾರು,,,,,,,,,
,Landscape,"ಪುಟದ ಅಗಲ ಅದರ ಉದ್ದಕ್ಕಿಂತ ಹೆಚ್ಚಿರುವ ವಿನ್ಯಾಸ, ಭೂವಿನ್ಯಾಸ",,,,,,,,,
,Laparoscope,"ಒಳಾಂಗದರ್ಶಕ, ಉದರ ದರ್ಶಕ",,,,,,,,,
,Laptop computer,ಲ್ಯಾಪ್ ಟಾಪ್ ಗಣಕ,,,,,,,,,
,Large schools of fish,ಮತ್ಸ್ಯಸಂದಣಿ,,,,,,,,,
,Larva stage,"ಡಿಂಬಾವಸ್ಥೆ, ಲಾರ್ವಾ ಅವಸ್ಥೆ",,,,,,,,,
,Larynx,ಧ್ವನಿಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Laser,ಲೇಸರ್,,,,,,,,,
,Laser printer,ಲೇಸರ್ ಮುದ್ರಕ,,,,,,,,,
,Latent heat,ಗುಪ್ತೋಷ್ಣ,,,,,,,,,
,Lateral inequalities,ಅಕ್ಷರಾರ್ಧ ಅಸಮಾನತೆಗಳು,,,,,,,,,
,Lateral line,ಪಾರ್ಶ್ವರೇಖೆ,,,,,,,,,
,Lateral meristem,ಪಾರ್ಶ್ವಾವರ್ಧನ ಅಂಗಾಂಶ,,,,,,,,,
,Lateral meristem,ವಿಭಜನೋತಕ ಪಾರ್ಶ್ವ,,,,,,,,,
,Latitude,"ಅಕ್ಷಾಂಶ, ವಿಸ್ತಾರ",,,,,,,,,
,Lattice energies of crystalline solids,ಸ್ಫಟಿಕವಸ್ತುಗಳ ಜಾಲಕಶಕ್ತಿ,,,,,,,,,
,Lattice energy,ಜಾಲಕಶಕ್ತಿ,,,,,,,,,
,Latus rectum,ನಾಭಿಲಂಬ,,,,,,,,,
,Laughing gas,ನಗೆಯ ಅನಿಲ,,,,,,,,,
,Launching,ಉಡಾವಣೆ,,,,,,,,,
,Law of averages,ಸರಾಸರಿಗಳ ನಿಯಮ,,,,,,,,,
,Law of chemical composition,ರಾಸಾಯನಿಕ ಸಂಯೋಜನೆಯ ನಿಯಮಗಳು,,,,,,,,,
,Law of conservation of energy,"ಶಕ್ತಿ ಸಂರಕ್ಷಣಾ ನಿಯಮ, ಶಕ್ತಿ ನಿತ್ಯತ್ವ ನಿಯಮ",,,,,,,,,
,Law of conservation of mass,ದ್ರವ್ಯರಾಶಿಯ ಸಂರಕ್ಷಣಾ ನಿಯಮ,,,,,,,,,
,Law of conservation of mass,"ರಾಶಿ ಸಂರಕ್ಷಣ ನಿಯಮ, ನಿತ್ಯತೆಯ ನಿಯಮ",,,,,,,,,
,Law of conservation of momentum,ಸಂವೇಗದ ಸ್ಥಿರತೆಯ / ನಿತ್ಯತ್ವ ನಿಯಮ,,,,,,,,,
,Law of constant composition,ಸ್ಥಿರ ಸಂಯೋಜನಾ ನಿಯಮ,,,,,,,,,
,Law of constant proportions,ಸ್ಥಿರ ಅನುಪಾತಗಳ ನಿಯಮ,,,,,,,,,
,Law of detachment,ಬೇರ್ಪಡಿಸುವ ನಿಯಮ,,,,,,,,,
,Law of gaseous volume,ಅನಿಲಗಾತ್ರದ ನಿಯಮ,,,,,,,,,
,Law of indices,ಘಾತಾಂಶಗಳ ನಿಯಮ,,,,,,,,,
,Law of multiple proportions,ಗುಣಿತಾನುಪಾತಗಳ ನಿಯಮ,,,,,,,,,
,Law of octaves,ಅಷ್ಟಕ ನಿಯಮ,,,,,,,,,
,Layer,ಪದರ,,,,,,,,,
,Layout,ವಿನ್ಯಾಸ,,,,,,,,,
,Lazy,ಸೋಮಾರಿ,,,,,,,,,
,LCD monitor,ದ್ರವ್ಯಸ್ಫಟಿಕ ಪ್ರದರ್ಶಕ,,,,,,,,,
,Leaching,"ಕ್ಷಾಲನ, ಪ್ರತ್ಯೇಕಿಸುವಿಕೆ",,,,,,,,,
,Leaching,ನಿಕ್ಷಾಲನ,,,,,,,,,
,Lead (Pb),ಸೀಸ,,,,,,,,,
,Lead vapour,"ಸೀಸದ ಆವಿ, ಸೀಸದ ಭಾಷ್ಪ",,,,,,,,,
,Leaf,ಎಲೆ,,,,,,,,,
,Leaf axil,ಎಲೆ ಕಂಕುಳು,,,,,,,,,
,Leased line,ಗುತ್ತಿಗೆಸಂಪರ್ಕ,,,,,,,,,
,Least,"ಅತ್ಯಲ್ಪ, ಕನಿಷ್ಟ",,,,,,,,,
,Least common multiple (LCM),ಲಘತ್ತಮ ಸಾಮಾನ್ಯ ಅಪವರ್ತನ (ಲ.ಸಾ.ಆ.),,,,,,,,,
,Leather,"ತೊಗಲು, ಚರ್ಮ",,,,,,,,,
,Left half,ಎಡ ಅರ್ಧ,,,,,,,,,
,Left hand derivative,ಎಡನಿಷ್ಪನ್ನ,,,,,,,,,
,Left hand limit,ಎಡಮಿತಿ,,,,,,,,,
,Left hand side,"ಎಡಬದಿ, ಎಡಪಾರ್ಶ್ವ",,,,,,,,,
,Lemma,"ಪೂರ್ಣಪ್ರಮೇಯ, ಮೂಲಪ್ರಮೇಯ, ಪೂರ್ವಗ್ರಹಿತ ಸಿದ್ಧಾಂತ",,,,,,,,,
,Length,ಉದ್ದ,,,,,,,,,
,Lens,ಮಸೂರ,,,,,,,,,
,Lenticel,ಕಾಂಡರಂಧ್ರ,,,,,,,,,
,Lenticular,"ಮಸೂರರೂಪಿ, ಯವರೂಪಿ",,,,,,,,,
,Leo,ಸಿಂಹರಾಶಿ,,,,,,,,,
,Less than,ಕಡಿಮೆ,,,,,,,,,
,Lever,"ಸನ್ನೆಗೋಲು, ಮೀಟುಗೋಲು",,,,,,,,,
,Levorotatory,"ಎಡಕ್ಕೆ ತಿರುಗುವ, ವಾಮ ಭ್ರಾಮಕ, ಎಡಮುರಿ",,,,,,,,,
,Levorotatry,"ಎಡಮುರಿ, ವಾಮಭ್ರಾಮಣ",,,,,,,,,
,Libra,ತುಲಾರಾಶಿ,,,,,,,,,
,Lichen,ಕಲ್ಲುಹೂ,,,,,,,,,
,Lie,"ಸಮಾವೇಶಗೊಳ್ಳು, ಇಡು",,,,,,,,,
,Life forms,ಜೀವಸಂಕುಲ,,,,,,,,,
,Life span,ಜೀವಿತಾವಧಿ,,,,,,,,,
,Ligament,"ಅಸ್ಥಿರಜ್ಜು, ತಂತುಕಟ್ಟು",,,,,,,,,
,Ligand,"ಲೈಗಂಡ್, ಸಂಕೀರ್ಣ ಪರಮಾಣುವಿನಲ್ಲಿ ಕೇಂದ್ರ ಪರಮಾಣುವಿನೊಂದಿಗೆ ಬಂಧಿತ ಅಣು ಅಥವಾ ಅಯಾನು",,,,,,,,,
,Light,ಬೆಳಕು,,,,,,,,,
,Light converter,ಬೆಳಕಿನ ಪರಿವರ್ತಕ,,,,,,,,,
,Light emitting diode (LED),ಬೆಳಕು ಉತ್ಸರ್ಜಿಸುವ ಡಯೋಡ್,,,,,,,,,
,Light energy,ಬೆಳಕಿನ ಶಕ್ತಿ,,,,,,,,,
,Light reaction,ಬೆಳಕನ್ನು ಅವಲಂಬಿಸಿದ ಪ್ರಕ್ರಿಯೆ,,,,,,,,,
,Light reaction,"ಬೆಳಕಿನ ಪ್ರತಿಕ್ರಿಯೆ, ಬೆಳಕನ್ನು ಅವಲಂಬಿಸಿದ ಪ್ರಕ್ರಿಯೆ",,,,,,,,,
,Light spectrum,ಬೆಳಕಿನ ರೋಹಿತ,,,,,,,,,
,Light year,"ಜ್ಯೋತಿರ್ವರ್ಷ, ಬೆಳಕುವರ್ಷ",,,,,,,,,
,Lignification,ಕಾಷ್ಠೀಕರಣ,,,,,,,,,
,Like parallel,ಸಮರೂಪ ಸಮಾಂತರ,,,,,,,,,
,Limb,ಅವಯವ,,,,,,,,,
,Lime,ಸುಣ್ಣ,,,,,,,,,
,Lime stone,ಸುಣ್ಣಕಲ್ಲು,,,,,,,,,
,Lime water,ಸುಣ್ಣದ ನೀರು,,,,,,,,,
,Limit,"ಮಿತಿ,ಪರಿಮಿತಿ",,,,,,,,,
,Limit of a function,ಉತ್ಪನ್ನದ ಮಿತಿ,,,,,,,,,
,Limit of resolution,ವಿಘಟನೆಯ ಮಿತಿ,,,,,,,,,
,Limits of integration,ಅನುಕಲದ ಮಿತಿಗಳು,,,,,,,,,
,Line,"ರೇಖೆ, ಗೆರೆ",,,,,,,,,
,Line,ರೇಖಾ,,,,,,,,,
,Line printer,ಪಂಕ್ತಿಮುದ್ರಕ,,,,,,,,,
,Line segment,ರೇಖಾಖಂಡ,,,,,,,,,
,Linear,ರೇಖೀಯ,,,,,,,,,
,Linear,ರೇಖೀಯ,,,,,,,,,
,Linear,"ರೇಖಾತ್ಮಕ, ರೇಖೀಯ",,,,,,,,,
,Linear charge,ಆವೇಶ,,,,,,,,,
,Linear coefficient,ಗುಣಾಂಕ,,,,,,,,,
,Linear equation,ಸರಳ ಸಮೀಕರಣ,,,,,,,,,
,Linear function,ರೇಖಾತ್ಮಕ ಉತ್ಪನ್ನ,,,,,,,,,
,Linear inequalities,ರೇಖಾತ್ಮಕ ಅಸಮಾನತೆಗಳು,,,,,,,,,
,Linear motion,ಚಲನೆ,,,,,,,,,
,Linear permutation,ರೇಖೀಯ ಕ್ರಮ ಯೋಜನೆ,,,,,,,,,
,Linear programming,ರೇಖೀಯ ಕ್ರಮಸಂಯೋಜನೆ,,,,,,,,,
,Linear transformation,ರೇಖೀಯ ಪರಿವರ್ತನ ರೂಪಾಂತರಣ,,,,,,,,,
,Link,ಕೊಂಡಿ,,,,,,,,,
,Link,ಸಂಪರ್ಕಕೊಂಡಿ,,,,,,,,,
,Linkage,"ಸೇರಿಕೆ, ಸಂಯೋಜನೆ",,,,,,,,,
,Linker programme,ಸಂಪರ್ಕ ಕ್ರಮವಿಧಿ,,,,,,,,,
,Linux,ಲೈನಕ್ಸ್ (ಮುಕ್ತ ತಂತ್ರಾಂಶ ಚಳವಳಿಯಿಂದ ರೂಪುಗೊಂಡ ಕಾರ್ಯಚರಣೆ ವ್ಯವಸ್ಥೆ),,,,,,,,,
,Lipids,"ಲಿಪಿಡ್, ಮೇದಸ್ಸು",,,,,,,,,
,Lipids,ಕೊಬ್ಬಿನ ಪದಾರ್ಥಗಳು,,,,,,,,,
,Liquation,ದ್ರವವೇಚನ,,,,,,,,,
,Liquefaction,ದ್ರವೀಕರಣ,,,,,,,,,
,Liquid,ದ್ರವ,,,,,,,,,
,Liquid paraffin,ಪ್ಯಾರಾಫಿನ್ ದ್ರವ,,,,,,,,,
,"Liquid petroleum gas, LPG",ಪೆಟ್ರೋಲಿಯಂ ದ್ರವಾನಿಲ,,,,,,,,,
,Liquid state,ದ್ರವ ಸ್ಥಿತಿ,,,,,,,,,
,List,"ಸೂಚಿ, ಪಟ್ಟಿ",,,,,,,,,
,Literal,ಅಕ್ಷರಾರ್ಥ,,,,,,,,,
,Lithosphere,"ಶಿಲಾವರಣ, ಶಿಲಾಗೋಳ",,,,,,,,,
,Lithosphere,ಶಿಲಾಗೋಳ,,,,,,,,,
,Litmus,ಲಿಟ್ಮಸ್,,,,,,,,,
,Littoral,"ತೀರಾವಳಿ, ಕಡಲಂಚು",,,,,,,,,
,Liver,"ಯಕೃತ್ತು, ಕಲಿಜ, ಈಲಿ, ಲಿವರ್, ಪಿತ್ತಜನಕಾಂಗ",,,,,,,,,
,Livestock,"ಜಾನುವಾರು, ರಾಸು, ಪಶುಸಂಪತ್ತು",,,,,,,,,
,Living resources,ಜೀವಂತ ಸಂಪನ್ಮೂಲಗಳು,,,,,,,,,
,Load,ತುಂಬಿಸು,,,,,,,,,
,Locus,ಬಿಂದುಪಥ,,,,,,,,,
,Locus,ಪಥ,,,,,,,,,
,Locus of a point,ಬಿಂದುಪಥ,,,,,,,,,
,Log,ದಿನಚರಿ,,,,,,,,,
,Log in / Log on,ಸಂಪರ್ಕಹೊಂದು,,,,,,,,,
,Log off / logout,ಸಂಪರ್ಕತೊರೆ,,,,,,,,,
,Log table,ಪ್ರತಿಘಾತಗಳ ಪಟ್ಟೆ,,,,,,,,,
,Logaritham,"ಪ್ರತಿಘಾತ, ವಿಘಾತ, ಲಘಗಣಕ",,,,,,,,,
,Logarithm,"ಲಾಗರಿತಮ್, ವಿಘಾತ, ಲಘುಗಣಕ, ಮೃದುಚಾಲಕ",,,,,,,,,
,Logarithmic differentiation,ಪ್ರತಿಘಾತೀಯ ನಿಷ್ಪನ್ನ,,,,,,,,,
,Logarithmic series,ಪ್ರತಿಘಾತದ ಶ್ರೇಢಿಗಳು,,,,,,,,,
,Logging,ಬಳಕೆ ಕತ್ತರಿಸಿದ ಮರದ ತುಂಡು,,,,,,,,,
,Logic,ತರ್ಕ,,,,,,,,,
,Logical connectives,ತಾರ್ಕಿಕ ಸಂಯೋಜಕಗಳು,,,,,,,,,
,Logical equivalence,ತಾರ್ಕಿಕ ಸಮಾನತೆ,,,,,,,,,
,Logical memory,ತಾರ್ಕಿಕ ನೆನಪು,,,,,,,,,
,Longitude,ರೇಖಾಂಶ,,,,,,,,,
,Longitudinal,"ರೇಖಾಂಶೀಯ, ಅನುನೀಳ",,,,,,,,,
,Longitudinal section,ರೇಖಾಂಶೀಯ ಛೇದ,,,,,,,,,
,Longitudinal wave,ದೂರ ತರಂಗ,,,,,,,,,
,Longitudinal wave,ರೇಖಾಂಶೀಯ ತರಂಗ,,,,,,,,,
,Longitudinal waves,"ಅನುಲಂಬೀಯ ತರಂಗಗಳು, ಅಡ್ಡತರಂಗಗಳು",,,,,,,,,
,Loop,"ಕುಣಿಕೆ, ಸುತ್ತು ಹಾದಿ",,,,,,,,,
,Loop,ಆವರ್ತನೆ,,,,,,,,,
,Loss,ನಷ್ಟ,,,,,,,,,
,Low level program Language,ನಿಮ್ನ ಸ್ತರ ಕ್ರಮವಿಧಿ ಭಾಷೆ,,,,,,,,,
,Low pressure,"ಕಡಿಮೆ ಒತ್ತಡ, ಅಲ್ಪ ಒತ್ತಡ",,,,,,,,,
,Low resistance,ಅಲ್ಪರೋಧ,,,,,,,,,
,Lower half,ಕೆಳ ಅರ್ಧ,,,,,,,,,
,Lubrican,"ಜಾರಿಕ, ಸ್ನೇಹಕ, ಹೆರೆ",,,,,,,,,
,Luminiscence,ದೀಪ್ತಿ,,,,,,,,,
,Luminosity,"ಪ್ರಕಾಶಮಾನತೆ, ಕಾಂತಿಮಾನ",,,,,,,,,
,Lung,"ಶ್ವಾಸಕೋಶ, ಪುಪ್ಫಸ",,,,,,,,,
,Lymph,"ಹಾಲ್ರಸ, ದುಗ್ಧರಸ",,,,,,,,,
,Lymph gland,ಹಾಲ್ರಸ ಗ್ರಂಥಿ,,,,,,,,,
,Lymphatic system,"ಹಾಲ್ರಸವ್ಯವಸ್ಥೆ, ದುಗ್ಧರಸಮಂಡಲ",,,,,,,,,
,Lyophilic,ದ್ರಾವಕ ಸ್ನೇಹಿ,,,,,,,,,
,Lysigenous,ಛಿದ್ರಣವಾದ,,,,,,,,,
,Machine langauge,ಯಂತ್ರಭಾಷೆ,,,,,,,,,
,Macro,ಪದೇ ಪದೇ ಮಾಡಬೇಕಾದ ಕೆಲಸಗಳ ಸ್ವಯಂ ನಿರ್ವಹಣೆಗೆ ಅನುವು ಮಾಡಿಕೊಡುವ ತಂತ್ರಾಂಶ,,,,,,,,,
,Macro molecules,ಬೃಹತ್ ಅಣುಗಳಉ,,,,,,,,,
,Macronutrients,ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದಲ್ಲಿ ಬೇಕಾದ ಪೋಷಕಾಂಶಗಳು,,,,,,,,,
,Macroscopic,"ಕಣ್ಣಿಗೆ ಗೋಚರಿಸುವ, ಸ್ಥೂಲದೃಷ್ಟಿಗೋಚರ",,,,,,,,,
,Magic square,ಮಾಯಾಚೌಕ,,,,,,,,,
,Magnet,"ಕಾಂತ, ಅಯಸ್ಕಾಂತ",,,,,,,,,
,Magnetic,"ಕಾಂತೀಯ, ಕಾಂತ",,,,,,,,,
,Magnetic axis,ಕಾಂತೀಯ ಅಕ್ಷ,,,,,,,,,
,Magnetic brake,ಕಾಂತೀಯ ತಡೆ,,,,,,,,,
,Magnetic dipole,ಕಾಂತೀಯ ದ್ವಿಧ್ರುವ,,,,,,,,,
,Magnetic disk,ಕಾಂತೀಯಮುದ್ರಿಕೆ,,,,,,,,,
,Magnetic equator,ಕಾಂತೀಯ ಸಮಭಾಜಕ,,,,,,,,,
,Magnetic field,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ,,,,,,,,,
,Magnetic field,"ಕಾಂತವಲಯ, ಕಾಂತಕೇತ್ರ",,,,,,,,,
,Magnetic flux,ಕಾಂತೀಯ ಅಭಿವಾಹ,,,,,,,,,
,Magnetic force,ಕಾಂತೀಯ,,,,,,,,,
,Magnetic force,ಕಾಂತೀಯ ಬಲ,,,,,,,,,
,Magnetic induction,ಕಾಂತೀಯ ಪ್ರೇರಣೆ,,,,,,,,,
,Magnetic intensity,ಕಾಂತೀಯ ತೀವ್ರತೆ,,,,,,,,,
,Magnetic moment,ಕಾಂತೀಯ ಭ್ರಮಣಾಂಕ,,,,,,,,,
,Magnetic permeability,ಕಾಂತೀಯ ವ್ಯಾಪ್ಯತೆ,,,,,,,,,
,Magnetic pole,ಕಾಂತೀಯ ಧ್ರುವ,,,,,,,,,
,Magnetic pole,ಕಾಂತ ಧ್ರುವ,,,,,,,,,
,Magnetic susceptibility,ಕಾಂತೀಯ ಪ್ರೇರ್ಯತೆ,,,,,,,,,
,Magnetisation,"ಕಾಂತೀಕರಣ, ಕಾಂತೀಯಗೊಳಿಸುವುದು",,,,,,,,,
,Magnetism,"ಕಾಂತತೆ, ಕಾಂತತ್ವ",,,,,,,,,
,Magnetization,"ಕಾಂತೀಯಗೊಳಿಸುವುದು, ಕಾಂತೀಕರಣ",,,,,,,,,
,Magnetosphere,ಕಾಂತಗೋಳ,,,,,,,,,
,Magnification,ವರ್ಧನೆ,,,,,,,,,
,Magnified image,ವರ್ಧಿತ ಚಿತ್ರ,,,,,,,,,
,Magnifing,ವರ್ಧಕ,,,,,,,,,
