ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Delegated authority,ಪ್ರತ್ಯಾಯೋಜಿತ ಅಧಿಕಾರ,,,,,,,,,
,Delegation,1. ನಿಯೋಜನೆ; ಪ್ರತ್ಯಾಯೋಜನೆ; ವಹಿಸಿಕೊಡುವುದು 2. ನಿಯೋಗ; ಪ್ರತಿನಿಧಿ ಮಂಡಲ,,,,,,,,,
,Delegation of powers,ಅಧಿಕಾರನಿಯೋಜನೆ,,,,,,,,,
,Deliberate,1.ಆಲೋಚಿಸು; ವಿವೇಚಿಸು 2.ಚರ್ಚಿಸು; ಸಮಾಲೋಚಿಸು 3. ಉದ್ದೇಶಪೂರ್ವಕ; ಬುದ್ಧಿ: ಪೂರ್ವಕ,,,,,,,,,
,Delinquent,1. ಅಪರಾಧಿ; ತಪಿತಸ್ಥ 2. ಕರ್ತವ್ಯಚ್ಯುತ; ಕರ್ತವ್ಯಭ್ರಷ್ಟ,,,,,,,,,
,Demand,1. ಒತ್ತಾಯಿಸಿ ಕೇಳು; ತಗಾದೆ ಮಾಗಣಿ ಮಾಡು 2. ಬೇಡಿಕೆ; ಕೋರಿಕೆ; ತಗಾದೆ; ಮಾಗಣಿ,,,,,,,,,
,Demand draft,ಡಿಮ್ಯಾಂಡ್‌ ಡ್ರಾಫ್ಟ್‌: ಬೇಡಿಕೆ ಹುಂಡಿ; ಸಲ್ಲಿಸಿದೊಡನೆ ಹಣ ನೀಡುವ ಬ್ಯಾಂಕು ಹುಂಡಿ,,,,,,,,,
,Demonstration,1. ಪ್ರದರ್ಶನ 2. ಪ್ರಾತ್ಯಕ್ಷಿಕೆ,,,,,,,,,
,Denounce,ಬಹಿರಂಗವಾಗಿ ಖಂಡಿಸು / ದೂಪಿಸು,,,,,,,,,
,Departmental enquiry,ಇಲಾಖಾ ವಿಚಾರಣೆ,,,,,,,,,
,Dependant,ಅವಲಂಬಿತ ; ಆಶ್ರಿತ,,,,,,,,,
,Dependant benefit,ಆಶ್ರಿತ ಸೌಲಭ್ಯ,,,,,,,,,
,Dependants of emigrant,ವಲಸೆಗಾರನ ಆಶ್ರಿತರು,,,,,,,,,
,Depot,ಡಿಪೋ ; ಮಳಿಗೆ ; ಅಂಗಡಿ,,,,,,,,,
,Depot clerk,ಮಳಿಗೆ ಗುಮಾಸ್ತ,,,,,,,,,
,Depreciation,1. ಅಪಮೌಲ್ಯನ; ಬೆಲೆ ಇಳಿಕೆ 2. ಸವಕಳಿ; ಇಳಿತಾಯ,,,,,,,,,
,Deputy labour commissioner,ಉಪಕಾರ್ಮಿಕ ಆಯುಕ್ತ,,,,,,,,,
,Deputy registrar,ಡೆಪ್ಯುಟಿ ರಿಜಿಸ್ಟ್ರಾರ್‌; ಉಪನಿಬಂಧಕ,,,,,,,,,
,Dereliction of duty,ಕರ್ತವ್ಯಲೋಪ,,,,,,,,,
,Description,ವಿವರಣೆ; ವರ್ಣನೆ,,,,,,,,,
,Description of duties,ಕರ್ತವ್ಯಗಳ ವಿವರಣೆ,,,,,,,,,
,Descriptive mark,ವರ್ಣನಾತ್ಮಕ ಗುರುತು,,,,,,,,,
,Design,1. ವಿನ್ಯಾಸ; ರಚನೆ; ರೂಪರೇಖೆ 2: ಉದ್ದೇಶ 3. ಸಂಚು,,,,,,,,,
,Designate,1. ಹೆಸರಿಸು; ಗೊತ್ತುಪಡಿಸು 2. ಗೊತ್ತುಪಡಿಸಿದ; ನಿಯುಕ್ತ,,,,,,,,,
,Designation,ಪದನಾಮ; ಹುದ್ದೆಯ ಹೆಸರು,,,,,,,,,
,Designer,ನಕ್ಷೆಗಾರ; ರೂವಾರಿ,,,,,,,,,
,Desist,ಬಿಟ್ಟುಬಿಡು; ಹಿಂದೆ ಸರಿ; ವಿಮುಖವಾಗು,,,,,,,,,
,Despatch,1. ರವಾನಿಸು; ಸಾಗಿಸು; ಕಳಿಸು 2. ರವಾನೆ; ಸಾಗಣೆ,,,,,,,,,
,Despatch book,ರವಾನೆಪುಸ್ತಕ,,,,,,,,,
,Despatch clerk,ರವಾನೆಗುಮಾಸ್ತ,,,,,,,,,
,Despatch section,ರವಾನೆ ವಿಭಾಗ,,,,,,,,,
,Desperate,1. ಹತಾಶ; ನಿರಾಶ 2. ಅತಿಸಾಹಸದ; ಹುಚ್ಚು ಧೈರ್ಯದ 3. ಉಗ್ರ; ಘೋರ,,,,,,,,,
,Destroy,ನಾಶಗೊಳಿಸು; ಹಾಳುಮಾಡು,,,,,,,,,
,Destruction,ನಾಶ,,,,,,,,,
,Detail,1. ವಿವರಿಸು 2. ನೇಮಿಸು 3. ವಿವರ; ವಿವರಣೆ,,,,,,,,,
,Detailed account,ತಪಶೀಲುಲೆಕ್ಕ; ವಿವರವಾದ ಲೆಕ್ಕ,,,,,,,,,
,Deterioration,ಅವನತಿ; ಕೆಟ್ಟುಹೋದ ಸ್ಥಿತಿ,,,,,,,,,
,Determination,"1. ನಿರ್ಧಾರ 2. ಇತ್ಯರ್ಥಪಡಿಸುವುದು; (ಮೊತ್ತ, ಪರಿಮಾಣ ಮೊ.ಗಳನ್ನು) ಖಚಿತವಾಗಿ ಗೊತ್ತುಪಡಿಸುವುದು",,,,,,,,,
,Deviate,ಮಾರ್ಗಬಿಟ್ಟು ಹೋಗು; ದಾರಿತಪ್ಪು,,,,,,,,,
,Diary,ದಿನಚರಿ,,,,,,,,,
,Dictate,1. ಹೇಳಿ ಬರೆಯಿಸು; ಉಕ್ತಲೇಖನ ಕೊಡು 2. ಆಜ್ಞಾಪಿಸು; ಅಪ್ಪಣೆಮಾಡು,,,,,,,,,
,Difference of opinion,ಮತಭೇದ; ಭಿನ್ನಾಭಿಪ್ರಾಯ,,,,,,,,,
,Differential bonus,ವ್ಯತ್ಯಾಸಾತ್ಮಕ ಬೋನಸ್ಸು,,,,,,,,,
,Diligence,ಶ್ರದ್ಧೆ; ಕಾರ್ಯತತ್ಪರತೆ; ಜಾಗರೂಕತೆ,,,,,,,,,
,Disablement,ಅಸಮರ್ಥತೆ; ಅಶಕ್ಯತೆ,,,,,,,,,
,Disablement benefit,ಅಸಮರ್ಥತಾ ಪ್ರಯೋಜನ,,,,,,,,,
,Disbursement,ಬಟವಾಡೆ,,,,,,,,,
,Discharge,1. (ಕಾರ್ಯ) ನಿರ್ವಹಿಸು 2. ಬಿಡುಗಡೆ ಮಾಡು 3. (ಕಾರ್ಯ) ನಿರ್ವಹಣೆ 4. ಬಿಡುಗಡೆ,,,,,,,,,
,Disciplinary proceedings,ಶಿಸ್ತುಪಾಲನ ವ್ಯವಹರಣೆಗಳು,,,,,,,,,
,Discretion,ವಿವೇಚನೆ,,,,,,,,,
,Discrimination,ತಾರತಮ್ಯ; ಭೇದಭಾವ,,,,,,,,,
,Dismiss,ವಜಾಮಾಡು; ತೆಗೆದುಹಾಕು,,,,,,,,,
,Dispensary,ದವಾಖಾನೆ; ಔಷಧಾಲಯ,,,,,,,,,
,Displace,ಸ್ಥಳಾಂತರಿಸು; ಕದಲಿಸು,,,,,,,,,
,Display of notice,ನೋಟೀಸ್‌ ಪ್ರದರ್ಶನ / ಪ್ರಕಟನೆ,,,,,,,,,
,Dispose,ವಿಲೇಮಾಡು; ಇತ್ಯರ್ಥಮಾಡು; ಬಗೆಹರಿಸು,,,,,,,,,
,Dispute,1. ವಾದಿಸು 2. ವಾದ; ವಿವಾದ 3. ವ್ಯಾಜ್ಯ,,,,,,,,,
,Disqualification,ಅನರ್ಹತೆ,,,,,,,,,
,Disqualification for membership,ಸದಸ್ಯತ್ವಕ್ಕೆ ಅನರ್ಹತೆ,,,,,,,,,
,Disqualify,ಅನರ್ಹಗೊಳಿಸು,,,,,,,,,
,Dissolution,1. ವಿಸರ್ಜನೆ; ಬರಖಾಸ್ತು 2. ಮುಕ್ತಾಯ; ಸಮಾಪ್ತಿ,,,,,,,,,
,Distinct,1. ವಿಶಿಷ್ಟ ವಿಭಿನ್ನ 2. ಸುಸ್ಪಷ್ಟ,,,,,,,,,
,Distinguish,1. ಭೇದಮಾಡು; ತಾರತಮ್ಯ ಮಾಡು 2. ಭೇದ ಗುರುತಿಸು 3. ಪ್ರಾಶಸ್ತ್ಯ ಗಳಿಸು; ಹೆಸರು ಪಡೆ,,,,,,,,,
,Distribute,ಹಂಚು; ವಿತರಣೆ ಮಾಡು,,,,,,,,,
,Distrust,1. ನಂಬದಿರು 2. ಸಂದೇಹಪಡು 3. ಅಪನಂಬಿಕೆ; ಅವಿಶ್ವಾಸ 4. ಸಂದೇಹ,,,,,,,,,
,Dock,1. ಹಡಗುಕಟ್ಟಿ 2. ಅಪರಾಧಿಯ ಕಟಕಟೆ,,,,,,,,,
,Dock labour board,ಹಡಗುಕಟ್ಟೆಯ ಕಾರ್ಮಿಕ ಮಂಡಳಿ,,,,,,,,,
,Dock labourers act 1934,ಹಡಗುಕಟ್ಟೆಯ ಕಾರ್ಮಿಕರ ಅಧಿನಿಯಮ 1934,,,,,,,,,
,Dock workers (regulation of employment) act 1948,ಹಡಗುಕಟ್ಟೆ ಕೆಲಸಗಾರರ (ಉದ್ಯೋಗ ವಿನಿಯಮನ) ಅಧಿನಿಯಮ 1948),,,,,,,,,
,Document,ದಸ್ತಾವೇಜು,,,,,,,,,
,Documentary evidence,ದಸ್ತಾವೇಜೀಯ ಸಾಕ್ಷ್ಯ,,,,,,,,,
,Documentary proof,ದಸ್ತಾವೇಜೀಯ ರುಜುಮಾತು,,,,,,,,,
,Dolomite,ಡಾಲಮೈಟ್‌; ಒಂದು ಬಗೆಯ ಖನಿಜ,,,,,,,,,
,Dolomite mines,ಡಾಲಮೈಟ್‌ ಗಣಿಗಳು,,,,,,,,,
,Domestic enquiry,ಸ್ಥಳೀಯ ವಿಚಾರಣೆ,,,,,,,,,
,Donation,ದೇಣಿಗೆ,,,,,,,,,
,Dressing plant,ಡ್ರೆಸ್ಟಿಂಗ್‌' ಪ್ಲಾಂಟ್‌; ಸಜ್ಜುಸ್ಥಾವರ,,,,,,,,,
,Drilling rig,ಕೊರೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Dual membership,ದ್ವಿಸದಸ್ಯತ್ವ,,,,,,,,,
,Duration,ಕಾಲಾವಧಿ; ಅವಧಿ,,,,,,,,,
,During the course of employment,ಉದ್ಯೋಗದ ಕಾಲದಲ್ಲಿ,,,,,,,,,
,Duties of conciliation officer,ಸಂಧಾನಾಧಿಕಾರಿಯ ಕರ್ತವ್ಯಗಳು,,,,,,,,,
,Duties of contractors,ಗುತ್ತಿಗೆದಾರರ ಕರ್ತವ್ಯಗಳು,,,,,,,,,
,Duties of employer,ಉದ್ಯೋಗದಾತನ ಕರ್ತವ್ಯಗಳು,,,,,,,,,
,Duties of inspector dye stuff,ನಿರೀಕ್ಷಕನ ಕರ್ತವ್ಯಗಳು,,,,,,,,,
,Dwelling house,ವಾಸದ ಮನೆ,,,,,,,,,
,Dye Stuff technology,ವರ್ಣ ಸಾಮಗ್ರಿ ತಂತ್ರಜ್ಞಾನ,,,,,,,,,
,Earth moving machinery,ಮಣ್ಣುತೆಗೆಯುವ ಯಂತ್ರ,,,,,,,,,
,Effect of non registration,ನೋಂದಣಿ ಮಾಡದಿರುವುದರ ಪರಿಣಾಮ.,,,,,,,,,
,Effect of other laws,ಇತರ ಕಾನೂನುಗಳ ಪರಿಣಾಮ,,,,,,,,,
,Effective,1. ಪರಿಣಾಮಕಾರಿ 2. ಚಾಲ್ತಿಯಲ್ಲಿರುವ,,,,,,,,,
,Efficiency bar,ದಕ್ಷತಾರೇಖೆ,,,,,,,,,
,Efficient,ದಕ್ಷ; ಸಮರ್ಥ,,,,,,,,,
,Efficient discharge,ದಕ್ಷ ನಿರ್ವಹಣೆ,,,,,,,,,
,Either party,1. ಎರಡು ಪಕ್ಷಗಳಲ್ಲಿ ಒಂದು 2. ಇಬ್ಬರು ಪಕ್ಷಕಾರರಲ್ಲಿ ಒಬ್ಬರು,,,,,,,,,
,Elect,ಚುನಾಯಿಸು; ಆಯ್ಕೆಮಾಡು,,,,,,,,,
,Election,ಚುನಾವಣೆ; ಆಯ್ಕೆ,,,,,,,,,
,Election agent,ಚುನಾವಣಾ ಏಜೆಂಟ್‌,,,,,,,,,
,Election expenses,ಚುನಾವಣಾ ವೆಚ್ಚಗಳು,,,,,,,,,
,Election petition,ಚುನಾವಣಾ ಅರ್ಜಿ,,,,,,,,,
,Election proceedings,ಚುನಾವಣಾ ವ್ಯವಹರಣೆಗಳು,,,,,,,,,
,Election retum,ಚುನಾವಣಾ ವಿವರಪಟ್ಟಿ,,,,,,,,,
,Elector,ಚುನಾಯಕ; ಮತದಾರ,,,,,,,,,
,Electoral area,ಮತದಾರರ ಕ್ಷೇತ್ರ,,,,,,,,,
,Electoral constituencies,ಮತದಾರರ ಕ್ಷೇತ್ರಗಳು; ಚುನಾವಣಾ ಕ್ಷೇತ್ರಗಳು,,,,,,,,,
,Electoral roll,ಮತದಾರರ ಪಟ್ಟಿ,,,,,,,,,
,Electorate,ಮತದಾರರ ಸಮುದಾಯ,,,,,,,,,
,Electrician,ಎಲಕ್ಟ್ರೀಶಿಯನ್‌; ವಿದ್ಯುತ್ತಿನ ಕೆಲಸ ಮಾಡುವವನು,,,,,,,,,
,Electricity act 1948,ವಿದ್ಯುಚ್ಛಕ್ತಿ ಅಧಿನಿಯಮ 1948,,,,,,,,,
,Electronic engineering,ಎಲೆಕ್ಟ್ರಾನಿಕ್‌ ಎ೦ಜನಿಯರಿಂಗ್‌,,,,,,,,,
,Elevator,ಎಲಿವೇಟರ್‌; ಮೇಲೆತ್ತುವ ಯಂತ್ರ,,,,,,,,,
,Elevator industry,ಎಲಿವೇಟರ್‌ ಉದ್ಯಮ,,,,,,,,,
,Emergency,ತುರ್ತುಪರಿಸ್ಥಿತಿ,,,,,,,,,
,Emolument,ಉಪಲಬ್ಧಿ ; ಪ್ರಾಪ್ತಿ ; ವರಮಾನ;ವೇತನ,,,,,,,,,
,Emphasis,ಪ್ರಾಧಾನ್ಯ ; ಮಹತ್ವ,,,,,,,,,
,Employ,1. ನಿಯೋಜಿಸು; ನೇಮಿಸು 2. ಬಳಸು,,,,,,,,,
,Employee,ಉದ್ಯೋಗಿ; ನಿಯೋಜಿತ; ನೌಕರ,,,,,,,,,
,Employee's deposit,ನೌಕರರ ಠೇವಣಿ,,,,,,,,,
,Employees family pension scheme 1971,ನೌಕರರ ಕುಟುಂಬ ಪಿಂಚಣಿ ಯೋಜನೆ 1971,,,,,,,,,
,Employees insurance court,ನೌಕರರ ವಿಮಾ ನ್ಯಾಯಾಲಯ,,,,,,,,,
,Employee's provident fund (EPF Act),ಕಾರ್ಮಿಕರ ಭವಿಷ್ಯನಿಧಿ ಅಧಿನಿಯಮ,,,,,,,,,
,Employee's provident fund scheme,ನೌಕರರ ಭವಿಷ್ಯನಿಧಿ ಯೋಜನೆ,,,,,,,,,
,Employees state insurance act (ESI Act),ಕಾರ್ಮಿಕರ ರಾಜ್ಯವಿಮಾ ಅಧಿನಿಯಮ,,,,,,,,,
,Employees state insurance hospital (EST hospital),ಕಾರ್ಮಿಕರ ರಾಜ್ಯವಿಮಾ ಆಸ್ಪತ್ರೆ,,,,,,,,,
,Employees state insurance regulations 1950,ನೌಕರರ ರಾಜ್ಯವಿಮಾ ವಿನಿಯಮನಗಳು 1950,,,,,,,,,
,Employer,ಉದ್ಯೋಗದಾತ; ನಿಯೋಜಕ; ಮಾಲೀಕ,,,,,,,,,
,Employers liability act 1932,ಉದ್ಯೋಗದಾತರ ಹೊಣೆಗಾರಿಕೆ ಅಧಿನಿಯಮ 1932,,,,,,,,,
,Employing contract labour,ಕರಾರುಕಾರ್ಮಿಕರ ನೇಮಕ,,,,,,,,,
,Employment,ನಿಯೋಜನೆ; ಉದ್ಯೋಗ; ನೌಕರಿ; ಕೆಲಸ,,,,,,,,,
,Employment and rehabilitation,ಉದ್ಯೋಗ ಮತ್ತು ಪುನರ್ವಸತಿ,,,,,,,,,
,Employment and training,ಉದ್ಯೋಗ ಮತ್ತು ತರಬೇತಿ,,,,,,,,,
,Employment card,ಉದ್ಯೋಗ ಚೀಟಿ / ಕಾರ್ಡು,,,,,,,,,
,Employment contract labour,ಕರಾರು ಕಾರ್ಮಿಕರ ನಿಯೋಜನೆ,,,,,,,,,
,Employment exchange,ಉದ್ಯೋಗ ವಿನಿಮಯ ಕೇಂದ್ರ,,,,,,,,,
,Employment exchanges act,ಉದ್ಯೋಗ ವಿನಿಮಯ ಅಧಿನಿಯಮ,,,,,,,,,
,Employment of child labour,ಬಾಲಕಾರ್ಮಿಕರ ನಿಯೋಜನ ಅಧಿನಿಯಮ,,,,,,,,,
,Empower,ಅಧಿಕಾರ ಕೊಡು,,,,,,,,,
,Enable,ಸಮರ್ಥಗೊಳಿಸು; ಶಕ್ತಗೊಳಿಸು,,,,,,,,,
,Enact,ಅಧಿನಿಯಮ ಮಾಡು,,,,,,,,,
,Enactment,1. ಅಧಿನಿಯಮನ 2. ಕಾನೂನು; ಶಾಸನ,,,,,,,,,
,Encashment,ನಗದೀಕರಣ,,,,,,,,,
,Enclosure,1. ಅಡಕ; ಲಗತ್ತು 2. ಬೇಲಿ; ಆವರಣ,,,,,,,,,
,Endorse,1. ಹಿಂಬರೆ; ಹಿಂಬರಹ ಬರೆ. 2. ಅನುಮೋದಿಸು; ಸಮರ್ಥಿಸು,,,,,,,,,
,Endorsement,1. ಹಿಂಬರಹ 2. ಅನುಮೋದನೆ; ಸಮರ್ಥನೆ,,,,,,,,,
,Enforce,ಜಾರಿಗೆ ತರು; ಜಾರಿಗೊಳಿಸು,,,,,,,,,
,Engage,ಇಟ್ಟುಕೊಳ್ಳು; ಗೊತ್ತು ಮಾಡಿಕೊಳ್ಳು,,,,,,,,,
,Engaged,1. ಇಟ್ಟುಕೊಂಡ 2. ತೊಡಗಿದ; ನಿರತನಾದ,,,,,,,,,
,Engagement,ನಿಗದಿತ ಕಾರ್ಯಕ್ರಮ,,,,,,,,,
,Engineer,ಎಂಜನಿಯರ್‌; ಅಭಿಯಂತ; ಯಂತ್ರವಿಜ್ಞಾನಿ,,,,,,,,,
,Engineering,ಎ೦ಜನಿಯರಿಂಗ್‌; ಯಂತ್ರವಿಜ್ಞಾನ,,,,,,,,,
,Engineering industry,ಎಂಜನಿಯರಿಂಗ್‌ ಉದ್ಯಮ / ಕೈಗಾರಿಕೆ,,,,,,,,,
,Enhancement,ಹೆಚ್ಚಳ; ಏರಿಕೆ,,,,,,,,,
,Enquiry,ವಿಚಾರಣೆ,,,,,,,,,
,Ensure,ಖಾತ್ರಿ ಪಡಿಸು; ಖಚಿತಗೊಳಿಸು,,,,,,,,,
,Entitle,ಹಕ್ಕು / ಯೋಗ್ಯತೆ / ಅಧಿಕಾರ ಕೊಡು,,,,,,,,,
,Entitled,ಹಕ್ಕುಳ್ಳ,,,,,,,,,
,Epidemic,ಸಾಂಕ್ರಾಮಿಕ ರೋಗ,,,,,,,,,
,Equal,ಸಮಾನ; ಸಮ; ಸರಿ,,,,,,,,,
,Equal remuneration act 1976,ಸಮಾನವೇತನ ಅಧಿನಿಯಮ 1976,,,,,,,,,
,Equality,ಸಮಾನತೆ,,,,,,,,,
,Equality before law,ಕಾನೂನಿನ ಮುಂದೆ ಸಮಾನತೆ,,,,,,,,,
,Equipment,ಸಾಧನ ಸಾಮಗ್ರಿ,,,,,,,,,
,Equity,ನೀತಿ; ನ್ಯಾಯ,,,,,,,,,
,Equity share,ಸಾಮ್ಯ ಷೇರು,,,,,,,,,
,Equivalent,1. ಸಮನಾದ; ಸಮಾನ 2. ಸಮಾನಪದ,,,,,,,,,
,Err,ತಪ್ಪು ಮಾಡು,,,,,,,,,
,Erroneous,ತಪ್ಪಾದ,,,,,,,,,
,Essential services,ಅಗತ್ಯ ಸೇವೆಗಳು,,,,,,,,,
,Establish,ಸ್ಥಾಪಿಸು,,,,,,,,,
,Establishment,1. ಸ್ಥಾಪನೆ 2. ಸಿಬ್ಬಂದಿ ವರ್ಗ 3. ಕಾರ್ಯಸಂಸ್ಥೆ,,,,,,,,,
,Establishment of provident fund,ಭವಿಷ್ಯನಿಧಿಯ ಸ್ಥಾಪನೆ,,,,,,,,,
,Estimate,1. ಅಂದಾಜು ಮಾಡು 2. ಅಂದಾಜು,,,,,,,,,
,Estimated cost,ಅಂದಾಜು ಬೆಲೆ,,,,,,,,,
,Estimated expenditure,ಅಂದಾಜು ವೆಚ್ಚ,,,,,,,,,
,Estimated receipts,ಅಂದಾಜು ಆದಾಯಗಳು,,,,,,,,,
,Estoppel,ವಿಬಂಧ; ಸ್ವಯಂಕೃತ ಪ್ರತಿಬಂಧ / ಅಡಚಣೆ,,,,,,,,,
,Evaluate,ಬೆಲೆಕಟ್ಟು ಮೌಲ್ಯನಿರ್ಣಯ ಮಾಡು,,,,,,,,,
,Evasion,ನುಣುಚಿಕೊಳ್ಳುವುದು; ತಪ್ಪಿಸಿಕೊಳ್ಳುವುದು,,,,,,,,,
,Evict,ಹೊರಹಾಕು; ಒಕ್ಕಲೆಬ್ಬಿಸು,,,,,,,,,
,Eviction,ಹೊರಹಾಕುವುದು,,,,,,,,,
,Evidence,ಸಾಕ್ಷ್ಯ; ಪುರಾವೆ,,,,,,,,,
,Evidence act,ಸಾಕ್ಷ್ಯ ಅಧಿನಿಯಮ,,,,,,,,,
,Exact,1. ಒತ್ತಾಯದಿಂದ ಪಡೆ 2. ಖಚಿತ; ನಿಖರ; ಯಥಾರ್ಥ,,,,,,,,,
,Exact period,ಖಚಿತ ಅವಧಿ,,,,,,,,,
,Examination,1. ಪರೀಕ್ಷೆ 2. ಪರಿಶೀಲನೆ; ಪರೀಕ್ಷಣೆ 3. ವಿಚಾರಣೆ,,,,,,,,,
,Examination and certification,ಪರೀಕ್ಷಣ ಮತ್ತು ಪ್ರಮಾಣೀಕರಣ,,,,,,,,,
,Example,ಉದಾಹರಣೆ; ದೃಷ್ಟಾಂತ; ನಿದರ್ಶನ,,,,,,,,,
,Ex-cadre,ಕಾಡರ್‌ ಹೊರಗಿನ,,,,,,,,,
,Exceed,ಮೂರು; ಹೆಚ್ಚಾಗು,,,,,,,,,
,Exceptional circumstances,ಅಸಾಧಾರಣ ಸಂದರ್ಭಗಳು,,,,,,,,,
,Excess,ಹೆಚ್ಚಳ; ಆಧಿಕ್ಯ,,,,,,,,,
,Exchange,1. ವಿನಿಮಯ / ಅದಲುಬದಲು ಮಾಡು 2. ವಿನಿಮಯ; ಅದಲುಬದಲು 3. ವಿನಿಮಯಕೇಂದ್ರ,,,,,,,,,
,Exclude,ಹೊರತುಪಡಿಸು; ಬಿಟ್ಟುಬಿಡು; ಸೇರಿಸದಿರು,,,,,,,,,
,Exclusive,ಪ್ರತ್ಯೇಕ; ಅನನ್ಯ,,,,,,,,,
,Exclusive service,ಪ್ರತ್ಯೇಕಸೇವೆ,,,,,,,,,
,Excuse,1. ಕ್ಷಮಿಸು 2. ಕ್ಷಮೆ; ಮಾಫಿ 3. ನೆಪ; ಸುಳ್ಳುಕಾರಣ,,,,,,,,,
,Execute,1. ಬರೆದುಕೊಡು 2. ನಿರ್ವಹಿಸು; ಕಾರ್ಯಗತಗೊಳಿಸು,,,,,,,,,
,Execution,1. ಬರೆದುಕೊಡುವುದು 2. ನಿರ್ವಹಣೆ; ಕಾರ್ಯಗತಗೊಳಿಸುವುದು,,,,,,,,,
,Executive,1. ಕಾರ್ಯನಿರ್ವಾಹಕ 2. ಕಾರ್ಯಾಂಗ,,,,,,,,,
,Executive action,ಕಾರ್ಯಾಂಗ ಕ್ರಮ,,,,,,,,,
,Executive committee,ಕಾರ್ಯನಿರ್ವಾಹಕ ಸಮಿತಿ,,,,,,,,,
,Executive member,ಕಾರ್ಯನಿರ್ವಾಹಕ ಸದಸ್ಯ,,,,,,,,,
,Exempt,ವಿನಾಯಿತಿ ಕೊಡು,,,,,,,,,
,Exempted employee,ವಿನಾಯಿತಿ ಪಡೆದ ನೌಕರ,,,,,,,,,
,Exempted establishment,ವಿನಾಯಿತಿ ಪಡೆದ ಕಾರ್ಯಸಂಸ್ಥೆ,,,,,,,,,
,Exempted person,ವಿನಾಯಿತಿ ಪಡೆದ ವ್ಯಕ್ತಿ,,,,,,,,,
,Exemption,ವಿನಾಯಿತಿ,,,,,,,,,
,Exemption certificate,ವಿನಾಯಿತಿ ಪ್ರಮಾಣಪತ್ರ,,,,,,,,,
,Exercisable,ಚಲಾಯಿಸಬಹುದಾದ,,,,,,,,,
,Exercise,1. ಚಲಾಯಿಸು; ಬಳಸು 2. ಚಲಾವಣೆ; ಬಳಕೆ,,,,,,,,,
,Ex-gratia,ಅನುಗ್ರಹ ಪೂರ್ವಕ,,,,,,,,,
,Exhaust,1. ಬಳಲಿಸು; ನಿತ್ರಾಣಮಾಡು 2. ಬರಿದುಮಾಡು; ಖಾಲಿಮಾಡು 3. ನಿಷ್ಕಾಸ; ಹೊರಹಾಕುವಿಕೆ,,,,,,,,,
,Exhibition of standing orders,ಸ್ಥಾಯಿ ಆದೇಶಗಳ ಪ್ರಕಟಣೆ,,,,,,,,,
,Exist,ಇರು; ಅಸ್ತಿತ್ವದಲ್ಲಿರು,,,,,,,,,
,Exonerate,ದೋಷಮುಕ್ತ /ಮಾಫಿ ಮಾಡು,,,,,,,,,
,Ex-parte,ಏಕಪಕ್ಷೀಯ,,,,,,,,,
,Ex-parte order,ಏಕಪಕ್ಷೀಯ ಆದೇಶ,,,,,,,,,
,Expectation,ನಿರೀಕ್ಷಣೆ,,,,,,,,,
,Expedient,ವಿಹಿತ; ಸಮಯೋಜಿತ,,,,,,,,,
,Expeditious disposal of prosecutions,ಪ್ರಾಸಿಕ್ಯೂಶನ್ನುಗಳ ತ್ವರಿತ ವಿಲೇವಾರಿ,,,,,,,,,
,Expel,ಹೊರದೂಡು; ಹೊರಗಟ್ಟು,,,,,,,,,
,Expense,ಖರ್ಚು; ವೆಚ್ಚ,,,,,,,,,
,Expense of administration,ಆಡಳಿತದ ವೆಚ್ಚ,,,,,,,,,
,Expense of witness,ಸಾಕ್ಷಿದಾರನ ವೆಚ್ಚ,,,,,,,,,
,Expert,ತಜ್ಞ,,,,,,,,,
,Expiration,ಕೊನೆ; ಅಂತ್ಯ; ಮುಕ್ತಾಯ; ಸಮಾಪ್ತಿ,,,,,,,,,
,Expiration of waiting period,ಪ್ರತೀಕ್ಷಾ ಅವಧಿಯ ಮುಕ್ತಾಯ,,,,,,,,,
,Expire,1. ಪ್ರಾಣಬಿಡು; ಸಾಯು 2. ಅವಧಿ ತೀರಿಹೋಗು,,,,,,,,,
,Explanation,ಸ್ಪಷ್ಟೀಕರಣ;ವಿವರಣೆ,,,,,,,,,
,Exploit,1. ಶೋಷಿಸು; ಶೋಷಣೆ ಮಾಡು 2. ಪ್ರಯೋಜನ ಪಡೆ; ಉಪಯೋಗಿಸು,,,,,,,,,
,Exploitation,1. ಶೋಷಣೆ 2. ಪ್ರಯೋಜನ ಪಡೆಯುವಿಕೆ,,,,,,,,,
